subscription_id,customer_id,plan_id,start_date,end_date,status,mrr,discount_pct,billing_cycle,seats_licensed
27292,27292,2,2026-06-10,,Active,3878.0,21.427739100637964,Annual,8
27315,27315,1,2025-05-02,,Active,3121.0,2.0,Monthly,12
27322,27322,3,2025-10-28,,Active,65172.0,4.0,Monthly,70
27337,27337,4,2024-01-31,,Active,44664.0,6.0,Monthly,28
27373,27373,1,2026-05-12,,Active,835.0,1.0,Monthly,3
27381,27381,1,2025-11-21,,Active,2251.0,7.0,Monthly,9
27387,27387,4,2023-11-11,,Active,74899.0,9.0,Annual,50
27392,27392,1,2025-01-26,,Active,1713.0,10.0,Monthly,7
27422,27422,1,2026-01-12,,Active,2516.0,6.0,Annual,10
27489,27489,3,2023-07-12,,Active,18019.0,13.0,Annual,20
27545,27545,1,2023-01-13,,Active,1102.0,1.0,Monthly,4
27558,27558,1,2026-01-17,,Active,2650.0,1.0,Annual,10
27588,27588,3,2024-05-25,,Active,2918.0,21.281166925789503,Annual,3
27670,27670,1,2026-03-27,,Active,2130.0,12.0,Monthly,9
27689,27689,2,2024-11-01,,Active,6417.0,7.0,Annual,12
27708,27708,4,2023-09-21,,Active,159104.0,12.0,Annual,115
27750,27750,1,2025-09-26,,Active,2299.0,5.0,Annual,9
27778,27778,3,2025-06-17,,Active,25244.0,5.0,Monthly,26
27791,27791,3,2023-02-04,,Active,48865.0,8.0,Monthly,54
27834,27834,3,2026-01-01,,Active,52226.0,11.0,Monthly,60
27940,27940,2,2025-06-04,,Active,3416.0,4.0,Monthly,6
27963,27963,2,2025-05-08,,Active,1774.0,3.0,Monthly,3
27998,27998,3,2025-03-07,,Active,22384.0,12.224415313706787,Annual,25
28017,28017,1,2025-02-03,,Active,2755.0,6.0,Annual,11
28082,28082,2,2024-03-15,,Active,4824.0,8.0,Monthly,9
28136,28136,1,2024-11-29,,Active,2202.0,9.0,Annual,9
28203,28203,2,2024-07-04,,Active,7512.0,6.0,Monthly,14
28234,28234,3,2025-03-16,,Active,11138.0,5.0,Annual,11
28239,28239,2,2023-11-25,,Active,2672.0,20.99415869229165,Monthly,6
28276,28276,2,2024-05-14,,Active,4498.0,4.0,Annual,8
28278,28278,3,2024-08-15,,Active,52813.0,10.0,Annual,60
28284,28284,4,2025-10-21,,Active,113903.0,8.0,Monthly,77
28370,28370,3,2024-11-10,,Active,32057.0,9.0,Monthly,35
28382,28382,2,2025-03-14,,Active,14838.0,10.0,Monthly,30
28397,28397,3,2024-03-24,,Active,55795.0,23.0,Annual,75
28412,28412,1,2023-12-01,,Active,2275.0,6.0,Annual,9
28440,28440,1,2024-09-29,,Active,1338.0,3.0,Monthly,5
28453,28453,1,2025-05-03,,Active,2726.0,7.0,Monthly,11
28485,28485,4,2025-09-04,,Active,213507.0,15.0,Annual,163
28508,28508,1,2025-10-11,,Active,2579.0,12.0,Monthly,11
28546,28546,3,2026-05-29,,Active,28886.0,8.0,Monthly,31
28551,28551,1,2026-05-07,,Active,3467.0,6.0,Annual,14
28572,28572,2,2025-03-07,,Active,5652.0,11.0,Annual,11
28585,28585,4,2025-12-11,,Active,102254.0,12.0,Annual,72
28641,28641,4,2025-04-16,,Active,78326.0,3.0,Annual,49
28689,28689,3,2025-10-20,,Active,2167.0,5.0,Monthly,2
28746,28746,3,2025-09-14,,Active,7538.0,1.0,Monthly,7
28826,28826,2,2023-01-28,,Active,17442.0,11.0,Annual,36
28898,28898,4,2025-06-30,,Active,36280.0,4.0,Annual,22
28899,28899,3,2024-09-24,,Active,4523.0,18.0,Monthly,5
28909,28909,1,2022-10-16,,Active,1511.0,8.0,Annual,6
28977,28977,2,2025-05-04,,Active,5244.0,0.0,Annual,9
28987,28987,2,2024-04-10,,Active,31400.0,11.0,Annual,67
29000,29000,1,2026-04-06,,Active,3504.0,5.0,Annual,14
29074,29074,3,2025-09-10,,Active,62115.0,14.317005739461374,Monthly,77
29124,29124,4,2022-09-13,,Active,178824.0,42.76409630462378,Annual,180
29141,29141,4,2025-11-28,,Active,126341.0,11.0,Annual,89
29155,29155,2,2024-06-03,,Active,32696.0,6.0,Monthly,66
29175,29175,2,2025-10-23,,Active,2388.0,1.0,Monthly,4
29218,29218,2,2024-07-27,,Active,4592.0,2.0,Annual,8
29251,29251,3,2025-03-13,,Active,57502.0,5.0,Monthly,62
29261,29261,2,2025-12-01,,Active,1792.0,2.0,Annual,3
29302,29302,3,2023-04-20,,Active,110674.0,23.0,Monthly,155
29303,29303,2,2024-06-18,,Active,34180.0,14.0,Annual,76
29327,29327,1,2024-03-23,,Active,902.0,19.0,Annual,4
29331,29331,1,2023-02-22,,Active,1046.0,6.0,Annual,4
29367,29367,2,2023-08-09,,Active,10306.0,15.776283536444412,Monthly,22
29404,29404,1,2026-03-03,,Active,827.0,2.0,Monthly,3
29499,29499,3,2024-01-04,,Active,30077.0,19.0,Monthly,37
29520,29520,2,2026-05-21,,Active,1755.0,4.0,Annual,3
29526,29526,1,2024-10-13,,Active,1691.0,13.970032580919955,Annual,7
29546,29546,3,2025-10-23,,Active,23809.0,7.0,Monthly,25
29667,29667,3,2022-11-02,,Active,82879.0,12.0,Monthly,99
29679,29679,2,2024-07-05,,Active,4452.0,5.0,Monthly,8
29688,29688,1,2024-09-30,,Active,2323.0,4.0,Annual,9
29690,29690,1,2026-04-07,,Active,2154.0,11.0,Annual,9
29721,29721,1,2024-04-14,,Active,2106.0,13.0,Annual,9
29723,29723,1,2025-02-05,,Active,1310.0,5.0,Annual,5
29769,29769,2,2024-07-20,,Active,5335.0,8.0,Annual,10
29805,29805,2,2024-03-09,,Active,2243.0,7.0,Monthly,4
29832,29832,2,2024-08-24,,Active,2171.0,10.0,Monthly,4
29835,29835,2,2025-12-23,,Active,6624.0,4.0,Monthly,12
29841,29841,4,2025-03-03,,Active,257462.0,13.0,Annual,194
29897,29897,2,2023-08-21,,Active,1223.0,1.0,Annual,2
29918,29918,1,2024-07-25,,Active,2542.0,5.0,Annual,10
29922,29922,4,2024-04-28,,Active,97089.0,27.24412921824481,Annual,79
29926,29926,3,2024-05-05,,Active,13277.0,10.0,Monthly,14
29939,29939,1,2022-01-06,,Active,1925.0,11.0,Annual,8
29955,29955,1,2026-03-15,,Active,570.0,0.0,Annual,2
29986,29986,4,2024-12-24,,Active,56080.0,7.0,Monthly,36
30070,30070,2,2026-04-12,,Active,4118.0,16.202352457276984,Annual,8
30111,30111,4,2025-09-06,,Active,165877.0,9.0,Annual,116
30229,30229,4,2024-02-16,,Active,215516.0,28.404540820951816,Monthly,179
30263,30263,1,2025-07-13,,Active,530.0,7.0,Annual,2
30318,30318,4,2026-05-17,,Active,218383.0,11.0,Monthly,159
30344,30344,1,2025-07-20,,Active,1189.0,17.74763624773351,Annual,5
30372,30372,4,2024-07-21,,Active,206962.0,12.0,Annual,152
30382,30382,3,2024-07-29,,Active,9391.0,3.0,Annual,9
30410,30410,2,2025-02-05,,Active,11300.0,8.0,Monthly,22
30484,30484,2,2025-03-17,,Active,1087.0,12.0,Monthly,2
30489,30489,1,2025-12-07,,Active,2962.0,7.0,Annual,12
30559,30559,3,2025-09-18,,Active,5858.0,18.748876234269623,Annual,7
30593,30593,1,2023-07-25,,Active,2679.0,19.048183873184517,Annual,12
30601,30601,4,2025-09-01,,Active,272632.0,16.0,Annual,214
30607,30607,1,2024-10-07,,Active,468.0,18.0,Annual,2
30716,30716,2,2025-02-17,,Active,2659.0,11.0,Monthly,5
30736,30736,3,2025-12-11,,Active,46640.0,21.193226858799548,Monthly,58
30738,30738,2,2024-08-29,,Active,6435.0,13.546971474847938,Annual,13
30795,30795,1,2025-04-11,,Active,2623.0,2.0,Annual,10
30798,30798,3,2025-07-08,,Active,48100.0,11.0,Monthly,55
30800,30800,1,2025-09-12,,Active,2596.0,3.0,Annual,10
30819,30819,4,2024-08-16,,Active,157296.0,13.0,Monthly,115
30820,30820,1,2025-02-09,,Active,2768.0,16.940450822076905,Monthly,12
30839,30839,4,2025-07-09,,Active,256496.0,22.0,Annual,217
30843,30843,2,2024-12-18,,Active,2077.0,24.50436842220644,Annual,4
30866,30866,1,2025-02-04,,Active,2348.0,3.0,Monthly,9
30867,30867,1,2025-06-18,,Active,1713.0,10.0,Monthly,7
30905,30905,2,2024-05-14,,Active,14052.0,9.0,Annual,28
30920,30920,1,2025-10-27,,Active,1527.0,7.0,Monthly,6
31005,31005,2,2023-02-20,,Active,3959.0,4.0,Annual,7
31051,31051,1,2026-05-11,,Active,1214.0,12.0,Annual,5
31113,31113,2,2023-11-12,,Active,7298.0,2.0,Annual,13
31125,31125,3,2024-07-09,,Active,3240.0,4.0,Annual,3
31126,31126,2,2025-01-20,,Active,5103.0,12.0,Monthly,10
31158,31158,1,2026-05-12,,Active,2902.0,1.0,Monthly,11
31160,31160,1,2024-08-05,,Active,2251.0,7.0,Monthly,9
31179,31179,2,2022-05-03,,Active,4982.0,5.0,Monthly,9
31201,31201,2,2025-11-18,,Active,6072.0,12.0,Annual,12
31239,31239,4,2025-04-15,,Active,56683.0,6.0,Annual,36
31245,31245,4,2026-01-17,,Active,91395.0,8.0,Annual,61
31267,31267,3,2025-05-05,,Active,24805.0,21.0,Annual,31
31286,31286,4,2023-03-28,,Active,213507.0,15.0,Annual,163
31324,31324,2,2023-09-19,,Active,4217.0,10.0,Monthly,8
31331,31331,1,2023-02-17,,Active,2755.0,6.0,Monthly,11
31348,31348,1,2024-06-18,,Active,793.0,6.0,Annual,3
31352,31352,3,2026-02-13,,Active,9635.0,10.0,Annual,10
31359,31359,1,2025-11-02,,Active,1527.0,7.0,Monthly,6
31392,31392,1,2024-02-07,,Active,2275.0,6.0,Monthly,9
31417,31417,1,2025-10-20,,Active,3184.0,0.0,Monthly,12
31459,31459,3,2025-04-11,,Active,80374.0,13.0,Annual,97
31468,31468,2,2023-06-28,,Active,5451.0,6.0,Monthly,10
31544,31544,3,2025-06-12,,Active,63622.0,5.0,Monthly,69
31551,31551,2,2025-12-02,,Active,4615.0,12.0,Monthly,9
31563,31563,2,2024-06-28,,Active,1609.0,12.0,Monthly,3
31595,31595,1,2024-06-29,,Active,802.0,5.0,Annual,3
31623,31623,4,2025-03-28,,Active,84824.0,27.0,Annual,72
31626,31626,3,2026-06-10,,Active,40692.0,7.0,Monthly,44
31691,31691,1,2024-02-10,,Active,2251.0,7.0,Monthly,9
31701,31701,1,2025-06-07,,Active,2130.0,12.0,Monthly,9
31726,31726,2,2024-07-03,,Active,2898.0,3.0,Monthly,5
31730,31730,1,2025-03-30,,Active,3393.0,8.0,Monthly,14
31775,31775,2,2025-07-21,,Active,14322.0,4.0,Monthly,27
31786,31786,4,2024-04-21,,Active,62575.0,16.0,Annual,45
31811,31811,1,2023-04-21,,Active,2872.0,2.0,Monthly,11
31852,31852,2,2024-06-01,,Active,28289.0,5.0,Annual,56
31933,31933,4,2025-06-26,,Active,21955.0,26.011775147143396,Annual,16
31969,31969,1,2025-06-27,,Active,1467.0,11.896356670821662,Monthly,6
31977,31977,2,2025-03-16,,Active,8076.0,24.292116522850705,Annual,20
31983,31983,3,2025-03-17,,Active,27698.0,9.0,Monthly,30
32003,32003,3,2025-12-05,,Active,44148.0,22.24103953579323,Annual,58
32005,32005,3,2025-05-06,,Active,9197.0,5.0,Monthly,9
32019,32019,2,2025-03-14,,Active,4001.0,3.0,Monthly,7
32021,32021,1,2025-08-06,,Active,1365.0,1.0,Annual,5
32121,32121,2,2025-07-21,,Active,34824.0,4.0,Monthly,69
32137,32137,4,2025-07-29,,Active,50694.0,6.0,Monthly,32
32171,32171,2,2025-01-02,,Active,18771.0,9.0,Monthly,38
32211,32211,2,2022-10-21,,Active,6693.0,3.0,Monthly,12
32258,32258,3,2026-01-05,,Active,21088.0,7.0,Annual,22
32302,32302,4,2024-07-12,,Active,187657.0,12.0,Monthly,137
32392,32392,1,2025-05-02,,Active,1808.0,5.0,Monthly,7
32405,32405,2,2025-07-11,,Active,5883.0,21.0,Monthly,13
32422,32422,4,2025-10-29,,Active,145887.0,20.619560385045247,Monthly,109
32430,32430,2,2024-09-20,,Active,27135.0,4.0,Monthly,53
32453,32453,1,2024-09-20,,Active,785.0,7.0,Monthly,3
32521,32521,1,2024-02-11,,Active,827.0,2.0,Monthly,3
32529,32529,1,2024-09-18,,Active,2098.0,3.0,Monthly,8
32531,32531,3,2024-05-10,,Active,123081.0,7.0,Annual,142
32536,32536,3,2024-10-11,,Active,12101.0,5.0,Monthly,12
32544,32544,2,2026-04-08,,Active,7272.0,9.0,Annual,14
32601,32601,2,2024-03-17,,Active,5969.0,6.0,Annual,11
32617,32617,2,2025-10-07,,Active,7592.0,5.0,Annual,14
32628,32628,2,2024-01-11,,Active,1125.0,9.0,Annual,2
32670,32670,2,2024-05-12,,Active,9723.0,9.0,Annual,19
32673,32673,1,2023-08-04,,Active,3196.0,7.0,Annual,13
32775,32775,3,2025-11-27,,Active,8478.0,2.0,Monthly,8
32811,32811,3,2024-06-23,,Active,29200.0,7.0,Monthly,31
32896,32896,4,2023-11-25,,Active,211679.0,19.0,Annual,170
32903,32903,3,2024-12-14,,Active,20176.0,7.0,Annual,21
32920,32920,1,2024-03-04,,Active,1324.0,4.0,Monthly,5
32926,32926,3,2025-01-29,,Active,3342.0,1.0,Annual,3
32935,32935,2,2024-06-04,,Active,35041.0,15.0,Annual,79
32995,32995,4,2024-08-12,,Active,23894.0,9.0,Monthly,15
33018,33018,1,2024-02-16,,Active,525.0,8.0,Annual,2
33021,33021,2,2023-05-06,,Active,3452.0,3.0,Annual,6
33032,33032,2,2026-06-05,,Active,31421.0,7.0,Annual,64
33037,33037,2,2026-04-25,,Active,29056.0,14.0,Annual,64
33086,33086,1,2025-11-04,,Active,835.0,1.0,Monthly,3
33130,33130,1,2025-09-17,,Active,2902.0,1.0,Monthly,11
33137,33137,3,2025-06-12,,Active,42788.0,22.87187311008689,Annual,58
33138,33138,1,2025-10-23,,Active,1511.0,8.0,Monthly,6
33202,33202,2,2025-06-07,,Active,21229.0,22.33415857838218,Annual,45
33208,33208,4,2024-09-02,,Active,56683.0,6.0,Monthly,36
33231,33231,3,2026-01-15,,Active,2167.0,5.0,Annual,2
33280,33280,3,2026-05-03,,Active,52225.0,5.0,Monthly,56
33284,33284,1,2025-08-03,,Active,956.0,13.530858863411844,Monthly,4
33289,33289,1,2025-03-14,,Active,1610.0,2.0,Annual,6
33350,33350,2,2023-01-07,,Active,1719.0,6.0,Annual,3
33351,33351,2,2025-10-07,,Active,4545.0,3.0,Annual,8
33372,33372,3,2022-06-19,,Active,34162.0,8.0,Monthly,37
33383,33383,2,2023-09-08,,Active,35405.0,5.0,Annual,71
33400,33400,3,2025-03-19,,Active,20297.0,24.224249497914386,Annual,25
33450,33450,2,2025-11-12,,Active,2171.0,10.0,Annual,4
33472,33472,3,2024-02-14,,Active,80817.0,15.0,Annual,100
33586,33586,4,2026-03-27,,Active,204395.0,12.0,Annual,150
33626,33626,3,2026-04-20,,Active,71436.0,5.0,Annual,78
33627,33627,2,2026-04-15,,Active,2779.0,7.0,Annual,5
33723,33723,2,2026-03-16,,Active,2002.0,17.0,Annual,4
33729,33729,3,2026-01-14,,Active,15579.0,7.0,Monthly,16
33774,33774,1,2023-07-14,,Active,1789.0,6.0,Monthly,7
33776,33776,1,2024-11-21,,Active,2348.0,3.0,Monthly,9
33778,33778,1,2023-01-19,,Active,1990.0,8.0,Monthly,8
33794,33794,3,2024-10-03,,Active,59261.0,15.0,Monthly,72
33796,33796,3,2022-12-23,,Active,17556.0,11.0,Monthly,19
33856,33856,2,2024-01-26,,Active,2749.0,8.0,Annual,5
33870,33870,4,2024-10-10,,Active,97978.0,11.0,Annual,68
33871,33871,4,2022-08-28,,Active,241420.0,12.0,Annual,179
33919,33919,3,2025-06-16,,Active,49721.0,8.0,Monthly,55
33925,33925,1,2023-12-25,,Active,2227.0,8.0,Annual,9
33928,33928,2,2026-05-15,,Active,1662.0,17.80289733928018,Annual,3
33931,33931,3,2023-02-24,,Active,2053.0,10.0,Annual,2
33945,33945,2,2024-11-16,,Active,14236.0,26.79537672942332,Monthly,33
33971,33971,3,2023-09-28,,Active,15579.0,7.0,Annual,16
33975,33975,2,2023-10-21,,Active,4170.0,11.0,Monthly,8
33986,33986,4,2024-05-18,,Active,217268.0,13.0,Annual,162
33997,33997,2,2026-06-24,,Active,7671.0,4.0,Monthly,14
34001,34001,1,2025-01-21,,Active,3430.0,7.0,Monthly,14
34013,34013,4,2024-08-30,,Active,208016.0,11.0,Annual,151
34038,34038,3,2025-08-08,,Active,46796.0,7.0,Monthly,51
34048,34048,1,2023-07-22,,Active,2462.0,8.0,Annual,10
34076,34076,1,2024-12-12,,Active,2382.0,11.0,Monthly,10
34092,34092,2,2025-12-15,,Active,7751.0,3.0,Annual,14
34201,34201,2,2024-11-17,,Active,6417.0,7.0,Monthly,12
34261,34261,2,2023-06-09,,Active,3416.0,4.0,Monthly,6
34265,34265,2,2025-07-22,,Active,1719.0,6.0,Monthly,3
34268,34268,2,2024-03-04,,Active,1174.0,5.0,Annual,2
34291,34291,2,2025-11-16,,Active,3959.0,4.0,Annual,7
34441,34441,2,2025-06-05,,Active,28156.0,10.0,Annual,59
34482,34482,3,2023-05-03,,Active,5351.0,3.0,Monthly,5
34499,34499,3,2024-12-20,,Active,18346.0,7.0,Annual,19
34505,34505,4,2026-04-12,,Active,195881.0,10.0,Annual,140
34534,34534,1,2025-12-29,,Active,1440.0,22.167162874969318,Monthly,6
34559,34559,2,2025-08-02,,Active,35876.0,5.0,Monthly,72
34615,34615,3,2025-02-17,,Active,59859.0,13.0,Monthly,71
34721,34721,2,2022-10-19,,Active,21805.0,20.0,Monthly,51
34735,34735,3,2023-11-27,,Active,51574.0,18.53114929384487,Monthly,61
34744,34744,2,2025-01-23,,Active,2928.0,2.0,Annual,5
34781,34781,2,2026-02-28,,Active,2065.0,14.19719192282883,Monthly,4
34795,34795,1,2023-09-14,,Active,3430.0,7.0,Monthly,14
34863,34863,3,2024-06-30,,Active,4965.0,10.0,Monthly,5
34879,34879,3,2023-11-01,,Active,2190.0,4.0,Monthly,2
34889,34889,1,2024-11-04,,Active,1642.0,0.0,Monthly,6
34955,34955,3,2026-04-09,,Active,53399.0,9.0,Monthly,60
34969,34969,2,2025-09-04,,Active,12407.0,7.0,Annual,24
34988,34988,1,2023-09-03,,Active,2178.0,10.0,Annual,9
35003,35003,3,2025-02-03,,Active,37860.0,3.0,Monthly,39
35042,35042,1,2025-11-29,,Active,3368.0,2.0,Monthly,13
35046,35046,1,2023-04-09,,Active,1903.0,0.0,Annual,7
35057,35057,2,2024-10-10,,Active,7751.0,3.0,Annual,14
35071,35071,2,2025-08-25,,Active,25348.0,7.0,Monthly,51
35096,35096,2,2025-11-07,,Active,2267.0,6.0,Annual,4
35118,35118,1,2023-10-28,,Active,1990.0,8.0,Annual,8
35136,35136,1,2024-03-26,,Active,819.0,3.0,Annual,3
35266,35266,1,2025-06-16,,Active,2489.0,7.0,Annual,10
35270,35270,4,2026-04-27,,Active,199391.0,9.0,Annual,141
35343,35343,2,2024-01-03,,Active,4639.0,1.0,Monthly,8
35346,35346,1,2025-03-16,,Active,1678.0,13.70366694633326,Monthly,7
35381,35381,3,2026-03-17,,Active,9294.0,4.0,Annual,9
35411,35411,1,2025-01-24,,Active,759.0,10.0,Annual,3
35412,35412,4,2024-10-28,,Active,101092.0,13.0,Annual,72
35439,35439,2,2025-05-04,,Active,2740.0,23.0,Monthly,6
35528,35528,1,2024-07-19,,Active,759.0,10.0,Annual,3
35550,35550,1,2024-11-18,,Active,802.0,5.0,Monthly,3
35710,35710,2,2023-07-15,,Active,2444.0,27.07119361529799,Annual,5
35732,35732,2,2026-06-04,,Active,1700.0,7.0,Monthly,3
35763,35763,3,2026-01-13,,Active,138296.0,19.215687725349017,Monthly,188
35815,35815,1,2025-03-07,,Active,565.0,1.0,Annual,2
35860,35860,2,2022-12-17,,Active,1186.0,4.0,Monthly,2
35912,35912,1,2025-10-28,,Active,2542.0,5.0,Monthly,10
35927,35927,1,2026-02-14,,Active,3162.0,8.0,Monthly,13
35933,35933,4,2024-09-07,,Active,282345.0,9.0,Monthly,204
36017,36017,2,2025-01-09,,Active,34287.0,8.0,Monthly,71
36021,36021,1,2023-09-21,,Active,810.0,4.0,Monthly,3
36072,36072,1,2025-12-27,,Active,946.0,15.0,Monthly,4
36076,36076,2,2025-08-03,,Active,5741.0,1.0,Annual,10
36077,36077,2,2024-10-12,,Active,5969.0,6.0,Annual,11
36081,36081,2,2025-11-26,,Active,7352.0,8.0,Annual,14
36117,36117,3,2026-04-13,,Active,32901.0,4.0,Monthly,34
36158,36158,1,2024-10-31,,Active,519.0,9.0,Monthly,2
36173,36173,1,2024-11-16,,Active,835.0,1.0,Monthly,3
36196,36196,4,2022-11-27,,Active,88021.0,10.0,Annual,60
36197,36197,2,2023-08-28,,Active,5842.0,8.0,Monthly,11
36206,36206,1,2024-08-04,,Active,2227.0,8.0,Annual,9
36240,36240,1,2026-04-15,,Active,2076.0,4.0,Monthly,8
36351,36351,1,2026-04-16,,Active,1789.0,6.0,Annual,7
36413,36413,4,2023-08-01,,Active,137565.0,14.0,Annual,101
36587,36587,2,2026-01-20,,Active,2749.0,8.0,Monthly,5
36599,36599,2,2025-11-19,,Active,6478.0,13.0,Monthly,13
36602,36602,4,2025-07-09,,Active,178765.0,15.0,Annual,135
36773,36773,2,2024-12-16,,Active,4042.0,2.0,Monthly,7
36783,36783,1,2025-10-08,,Active,2962.0,7.0,Annual,12
36791,36791,2,2022-11-08,,Active,4083.0,1.0,Monthly,7
36815,36815,3,2025-05-19,,Active,18148.0,8.0,Monthly,19
36833,36833,3,2024-08-11,,Active,40758.0,19.0,Annual,51
36886,36886,1,2025-04-14,,Active,1338.0,3.0,Monthly,5
36906,36906,1,2025-01-31,,Active,1618.0,15.0,Monthly,7
36920,36920,2,2024-08-28,,Active,3877.0,6.0,Monthly,7
36980,36980,2,2022-12-11,,Active,19507.0,12.0,Monthly,41
36984,36984,3,2025-02-11,,Active,48306.0,4.0,Annual,51
36995,36995,4,2024-12-16,,Active,214142.0,14.798913106890309,Monthly,174
37105,37105,1,2025-07-17,,Active,2275.0,6.0,Monthly,9
37109,37109,3,2023-07-09,,Active,61759.0,21.1757122953033,Annual,78
37116,37116,4,2025-02-26,,Active,231219.0,9.0,Monthly,165
37134,37134,1,2024-02-22,,Active,3223.0,20.71646330720069,Monthly,14
37179,37179,1,2023-09-04,,Active,2019.0,29.01412562257121,Monthly,10
37285,37285,3,2024-11-23,,Active,45433.0,8.0,Monthly,50
37335,37335,1,2024-12-05,,Active,2403.0,18.0,Monthly,11
37398,37398,2,2023-05-25,,Active,5842.0,8.0,Annual,11
37419,37419,3,2025-11-01,,Active,4089.0,22.81840921049796,Monthly,5
37424,37424,4,2024-10-06,,Active,116696.0,8.0,Monthly,79
37460,37460,4,2023-09-25,,Active,281043.0,9.0,Monthly,203
37476,37476,2,2024-06-18,,Active,2958.0,1.0,Annual,5
37487,37487,3,2025-05-05,,Active,111977.0,6.0,Monthly,127
37500,37500,2,2023-03-17,,Active,7512.0,6.0,Monthly,14
37545,37545,2,2025-10-13,,Active,2171.0,10.0,Monthly,4
37563,37563,3,2022-05-12,,Active,56911.0,22.031792781440707,Annual,72
37605,37605,2,2024-04-07,,Active,31843.0,11.0,Monthly,68
37672,37672,2,2023-04-09,,Active,30109.0,17.0,Monthly,69
37747,37747,2,2025-06-17,,Active,1162.0,6.0,Monthly,2
37748,37748,2,2025-11-08,,Active,4124.0,0.0,Annual,7
37767,37767,2,2025-12-20,,Active,10459.0,11.0,Monthly,21
37940,37940,2,2023-11-09,,Active,5969.0,6.0,Monthly,11
37982,37982,4,2024-05-29,,Active,27170.0,13.0,Monthly,18
38022,38022,1,2025-07-10,,Active,3368.0,2.0,Monthly,13
38086,38086,3,2025-02-04,,Active,68496.0,10.0,Monthly,79
38095,38095,2,2025-02-28,,Active,3381.0,5.0,Monthly,6
38111,38111,1,2024-09-22,,Active,1310.0,5.0,Annual,5
38189,38189,2,2025-11-20,,Active,2219.0,8.0,Monthly,4
38197,38197,2,2025-08-23,,Active,6624.0,4.0,Monthly,12
38198,38198,1,2024-03-11,,Active,819.0,3.0,Monthly,3
38211,38211,1,2024-10-21,,Active,3467.0,6.0,Monthly,14
38227,38227,2,2023-05-15,,Active,2339.0,3.0,Monthly,4
38252,38252,3,2023-12-01,,Active,19055.0,8.0,Annual,20
38268,38268,1,2025-07-02,,Active,1393.0,10.117651559378928,Annual,6
38270,38270,3,2024-02-22,,Active,48340.0,24.481085571707297,Annual,60
38306,38306,1,2025-06-07,,Active,2667.0,9.0,Monthly,11
38326,38326,1,2025-12-29,,Active,431.0,25.185078430266813,Annual,2
38367,38367,2,2026-04-11,,Active,31289.0,6.0,Monthly,63
38373,38373,2,2025-11-23,,Active,4311.0,8.0,Monthly,8
38423,38423,2,2025-10-22,,Active,7352.0,8.0,Annual,14
38452,38452,3,2026-01-08,,Active,4408.0,1.0,Annual,4
38480,38480,1,2026-06-04,,Active,768.0,9.0,Monthly,3
38485,38485,2,2025-10-22,,Active,37679.0,4.0,Annual,75
38612,38612,3,2025-03-05,,Active,16682.0,6.0,Monthly,17
38661,38661,3,2026-01-07,,Active,8716.0,18.26122011784936,Monthly,10
38664,38664,2,2023-09-27,,Active,6952.0,13.0,Annual,14
38677,38677,2,2026-02-25,,Active,1737.0,5.0,Annual,3
38700,38700,1,2025-10-02,,Active,819.0,3.0,Monthly,3
38728,38728,1,2023-05-09,,Active,2993.0,6.0,Annual,12
38766,38766,3,2023-07-06,,Active,62413.0,17.0,Monthly,78
38770,38770,4,2024-01-13,,Active,300515.0,7.0,Annual,213
38775,38775,1,2025-10-20,,Active,1626.0,1.0,Monthly,6
38812,38812,1,2023-06-22,,Active,2396.0,1.0,Monthly,9
38823,38823,2,2024-12-05,,Active,16893.0,9.0,Monthly,34
38848,38848,4,2023-06-25,,Active,142364.0,11.0,Annual,101
38868,38868,4,2025-12-29,,Active,146448.0,19.0,Annual,115
38906,38906,4,2024-03-11,,Active,101271.0,4.0,Monthly,65
38939,38939,3,2025-03-01,,Active,67627.0,3.0,Monthly,72
39017,39017,1,2025-07-16,,Active,1035.0,7.0,Annual,4
39037,39037,2,2023-07-31,,Active,1536.0,16.0,Annual,3
39040,39040,4,2025-11-09,,Active,68454.0,10.0,Monthly,46
39062,39062,2,2023-10-05,,Active,6553.0,12.0,Monthly,13
39135,39135,3,2026-04-30,,Active,15178.0,19.0,Annual,18
39190,39190,3,2024-09-10,,Active,9849.0,8.0,Annual,10
39196,39196,1,2023-09-14,,Active,1884.0,1.0,Annual,7
39248,39248,2,2023-11-09,,Active,33669.0,12.0,Annual,73
39346,39346,3,2025-10-30,,Active,49538.0,28.0,Annual,71
39375,39375,2,2025-10-21,,Active,24219.0,4.0,Monthly,47
39416,39416,4,2023-06-20,,Active,106356.0,6.0,Annual,70
39454,39454,4,2026-03-17,,Active,255706.0,11.0,Annual,188
39486,39486,1,2025-11-07,,Active,1111.0,24.814130142142403,Monthly,5
39515,39515,1,2024-11-06,,Active,959.0,19.1091813430024,Annual,4
39535,39535,2,2025-12-10,,Active,1211.0,2.0,Annual,2
39541,39541,3,2025-09-06,,Active,23809.0,7.0,Annual,25
39592,39592,4,2026-03-09,,Active,49206.0,3.0,Monthly,30
39666,39666,2,2023-12-12,,Active,1149.0,7.0,Annual,2
39685,39685,4,2025-12-21,,Active,163551.0,11.0,Annual,117
39715,39715,4,2024-09-27,,Active,149952.0,12.0,Annual,108
39739,39739,1,2025-03-17,,Active,3368.0,2.0,Monthly,13
39810,39810,4,2025-09-26,,Active,296530.0,7.0,Monthly,210
