customer_id,company_name,signup_date,segment,industry,acquisition_channel,city,state
20821,Account-020821,2024-12-31,Mid-Market,Hospitality,Organic Search,Chennai,Tamil Nadu
20940,Account-020940,2022-09-08,SMB,IT Services,Partner,Jaipur,Rajasthan
20947,Account-020947,2025-04-20,SMB,Logistics,Organic Search,Noida,Uttar Pradesh
20987,Account-020987,2024-08-28,SMB,Manufacturing,Outbound Sales,Kochi,Kerala
20988,Account-020988,2026-04-03,SMB,Logistics,Organic Search,Coimbatore,Tamil Nadu
20992,Account-020992,2023-09-14,SMB,Logistics,Outbound Sales,Gurugram,Haryana
21026,Account-021026,2023-10-02,SMB,Real Estate,Organic Search,Ahmedabad,Gujarat
21126,Account-021126,2024-08-11,SMB,IT Services,Organic Search,Ahmedabad,Gujarat
21146,Account-021146,2024-11-09,SMB,Real Estate,Organic Search,Bengaluru,Karnataka
21156,Account-021156,2025-08-31,SMB,Healthcare,Outbound Sales,Pune,Maharashtra
21170,Account-021170,2025-03-11,SMB,Hospitality,Paid Ads,Ahmedabad,Gujarat
21189,Account-021189,2024-08-26,SMB,Agritech,Organic Search,Kolkata,West Bengal
21277,Account-021277,2025-12-02,SMB,Healthcare,Paid Ads,Delhi,Delhi
21287,Account-021287,2025-10-28,SMB,Agritech,Marketplace,Kolkata,West Bengal
21288,Account-021288,2025-06-28,SMB,Education,Referral,Pune,Maharashtra
21504,Account-021504,2023-10-18,SMB,Logistics,Paid Ads,Kolkata,West Bengal
21512,Account-021512,2024-09-20,SMB,Logistics,Outbound Sales,Chennai,Tamil Nadu
21526,Account-021526,2025-12-31,SMB,Agritech,Organic Search,Kochi,Kerala
21542,Account-021542,2024-07-29,SMB,Education,Partner,Shivamogga,Karnataka
21561,Account-021561,2025-03-08,SMB,Healthcare,Paid Ads,Pune,Maharashtra
21608,Account-021608,2026-06-15,SMB,Logistics,Outbound Sales,Shivamogga,Karnataka
21682,Account-021682,2024-02-20,Mid-Market,Retail,Outbound Sales,Chennai,Tamil Nadu
21751,Account-021751,2023-07-31,Mid-Market,Financial Services,Organic Search,Kolkata,West Bengal
21783,Account-021783,2025-05-10,SMB,Education,Marketplace,Noida,Uttar Pradesh
21823,Account-021823,2025-03-24,SMB,Retail,Organic Search,Kolkata,West Bengal
22031,Account-022031,2024-12-23,Mid-Market,Logistics,Partner,Ahmedabad,Gujarat
22041,Account-022041,2024-12-04,SMB,Retail,Organic Search,Gurugram,Haryana
22106,Account-022106,2025-12-05,SMB,IT Services,Partner,Jaipur,Rajasthan
22110,Account-022110,2024-10-11,SMB,Education,Referral,Delhi,Delhi
22139,Account-022139,2023-09-13,SMB,Logistics,Paid Ads,Jaipur,Rajasthan
22154,Account-022154,2023-06-10,SMB,IT Services,Partner,Delhi,Delhi
22199,Account-022199,2026-06-25,SMB,Healthcare,Outbound Sales,Chennai,Tamil Nadu
22215,Account-022215,2024-10-15,SMB,Retail,Organic Search,Indore,Madhya Pradesh
22217,Account-022217,2024-08-13,SMB,Healthcare,Referral,Kolkata,West Bengal
22290,Account-022290,2026-01-12,Mid-Market,Real Estate,Marketplace,Hyderabad,Telangana
22291,Account-022291,2025-12-01,SMB,Healthcare,Paid Ads,Ahmedabad,Gujarat
22293,Account-022293,2025-12-30,Mid-Market,Financial Services,Outbound Sales,Shivamogga,Karnataka
22297,Account-022297,2025-04-15,Mid-Market,Agritech,Marketplace,Kochi,Kerala
22340,Account-022340,2025-01-10,SMB,Financial Services,Marketplace,Indore,Madhya Pradesh
22343,Account-022343,2025-06-21,SMB,Real Estate,Organic Search,Pune,Maharashtra
22350,Account-022350,2025-10-29,Mid-Market,Manufacturing,Organic Search,Hyderabad,Telangana
22372,Account-022372,2024-01-06,SMB,Financial Services,Paid Ads,Pune,Maharashtra
22416,Account-022416,2024-11-22,SMB,Real Estate,Outbound Sales,Gurugram,Haryana
22447,Account-022447,2026-05-02,Mid-Market,Logistics,Outbound Sales,Gurugram,Haryana
22475,Account-022475,2022-09-28,SMB,IT Services,Partner,Mumbai,Maharashtra
22485,Account-022485,2024-07-20,Mid-Market,Real Estate,Outbound Sales,Hyderabad,Telangana
22487,Account-022487,2024-08-25,SMB,Education,Marketplace,Hyderabad,Telangana
22492,Account-022492,2025-10-19,Mid-Market,Retail,Outbound Sales,Indore,Madhya Pradesh
22541,Account-022541,2025-01-30,SMB,Manufacturing,Organic Search,Noida,Uttar Pradesh
22573,Account-022573,2024-11-09,SMB,Retail,Organic Search,Noida,Uttar Pradesh
22593,Account-022593,2025-10-19,SMB,Manufacturing,Partner,Shivamogga,Karnataka
22599,Account-022599,2026-02-04,SMB,Real Estate,Paid Ads,Gurugram,Haryana
22603,Account-022603,2023-11-26,Enterprise,IT Services,Paid Ads,Jaipur,Rajasthan
22605,Account-022605,2025-08-28,SMB,Education,Paid Ads,Ahmedabad,Gujarat
22662,Account-022662,2025-07-10,SMB,Agritech,Partner,Kochi,Kerala
22676,Account-022676,2023-07-05,SMB,Hospitality,Organic Search,Pune,Maharashtra
22710,Account-022710,2022-11-03,SMB,Manufacturing,Organic Search,Indore,Madhya Pradesh
22756,Account-022756,2024-08-05,SMB,Manufacturing,Referral,Pune,Maharashtra
22768,Account-022768,2025-08-19,SMB,Manufacturing,Partner,Mumbai,Maharashtra
22825,Account-022825,2024-09-27,Mid-Market,Agritech,Outbound Sales,Delhi,Delhi
22836,Account-022836,2023-12-05,SMB,Real Estate,Marketplace,Bengaluru,Karnataka
22914,Account-022914,2024-12-07,SMB,Manufacturing,Outbound Sales,Coimbatore,Tamil Nadu
22915,Account-022915,2022-11-13,SMB,Education,Outbound Sales,Mumbai,Maharashtra
22949,Account-022949,2023-08-03,Enterprise,Manufacturing,Organic Search,Mumbai,Maharashtra
22999,Account-022999,2023-03-26,Mid-Market,Manufacturing,Partner,Ahmedabad,Gujarat
23108,Account-023108,2024-09-07,SMB,Manufacturing,Paid Ads,Kolkata,West Bengal
23130,Account-023130,2025-06-21,Mid-Market,Healthcare,Paid Ads,Hyderabad,Telangana
23169,Account-023169,2023-11-30,SMB,Real Estate,Organic Search,Gurugram,Haryana
23219,Account-023219,2025-08-20,SMB,Agritech,Referral,Shivamogga,Karnataka
23338,Account-023338,2024-12-14,Enterprise,Education,Referral,Bengaluru,Karnataka
23467,Account-023467,2024-09-24,Mid-Market,Hospitality,Organic Search,Chennai,Tamil Nadu
23469,Account-023469,2025-03-10,Enterprise,Real Estate,Outbound Sales,Pune,Maharashtra
23484,Account-023484,2025-06-22,SMB,Healthcare,Outbound Sales,Indore,Madhya Pradesh
23490,Account-023490,2023-04-30,SMB,Manufacturing,Referral,Ahmedabad,Gujarat
23508,Account-023508,2023-08-28,SMB,Education,Marketplace,Chennai,Tamil Nadu
23512,Account-023512,2024-08-21,SMB,IT Services,Paid Ads,Ahmedabad,Gujarat
23518,Account-023518,2025-04-14,Enterprise,Logistics,Organic Search,Coimbatore,Tamil Nadu
23538,Account-023538,2026-02-09,SMB,Real Estate,Partner,Noida,Uttar Pradesh
23713,Account-023713,2025-03-23,Mid-Market,Retail,Organic Search,Hyderabad,Telangana
23757,Account-023757,2024-11-16,SMB,Financial Services,Partner,Ahmedabad,Gujarat
23892,Account-023892,2025-08-05,SMB,Financial Services,Partner,Shivamogga,Karnataka
23924,Account-023924,2026-06-17,Mid-Market,Real Estate,Paid Ads,Indore,Madhya Pradesh
23931,Account-023931,2024-04-08,Mid-Market,Manufacturing,Referral,Jaipur,Rajasthan
23959,Account-023959,2024-01-16,SMB,Financial Services,Partner,Noida,Uttar Pradesh
24011,Account-024011,2024-10-10,SMB,Education,Partner,Coimbatore,Tamil Nadu
24061,Account-024061,2025-07-22,SMB,Financial Services,Organic Search,Bengaluru,Karnataka
24087,Account-024087,2025-11-23,SMB,Financial Services,Organic Search,Kochi,Kerala
24117,Account-024117,2025-10-28,SMB,Manufacturing,Referral,Shivamogga,Karnataka
24180,Account-024180,2026-05-13,SMB,IT Services,Partner,Kochi,Kerala
24199,Account-024199,2023-06-05,Mid-Market,IT Services,Outbound Sales,Chennai,Tamil Nadu
24222,Account-024222,2026-05-02,Enterprise,Retail,Partner,Pune,Maharashtra
24244,Account-024244,2024-07-31,Mid-Market,Financial Services,Partner,Hyderabad,Telangana
24261,Account-024261,2025-06-14,Mid-Market,Manufacturing,Outbound Sales,Kolkata,West Bengal
24298,Account-024298,2025-04-22,Mid-Market,IT Services,Partner,Chennai,Tamil Nadu
24468,Account-024468,2026-01-29,Mid-Market,Agritech,Organic Search,Bengaluru,Karnataka
24478,Account-024478,2026-06-13,Mid-Market,Education,Outbound Sales,Delhi,Delhi
24484,Account-024484,2024-12-04,SMB,Agritech,Marketplace,Gurugram,Haryana
24530,Account-024530,2023-01-11,SMB,Healthcare,Referral,Ahmedabad,Gujarat
24563,Account-024563,2024-10-01,SMB,Hospitality,Referral,Bengaluru,Karnataka
24595,Account-024595,2024-09-07,SMB,Manufacturing,Paid Ads,Ahmedabad,Gujarat
24618,Account-024618,2026-03-29,Enterprise,IT Services,Outbound Sales,Coimbatore,Tamil Nadu
24630,Account-024630,2023-08-15,SMB,Retail,Outbound Sales,Ahmedabad,Gujarat
24703,Account-024703,2023-09-27,SMB,Healthcare,Outbound Sales,Noida,Uttar Pradesh
24712,Account-024712,2024-09-22,Mid-Market,Agritech,Partner,Hyderabad,Telangana
24733,Account-024733,2024-05-19,SMB,Healthcare,Paid Ads,Kolkata,West Bengal
24772,Account-024772,2024-01-19,SMB,Agritech,Outbound Sales,Delhi,Delhi
24829,Account-024829,2024-10-03,SMB,Manufacturing,Outbound Sales,Indore,Madhya Pradesh
24838,Account-024838,2024-09-21,SMB,Hospitality,Outbound Sales,Jaipur,Rajasthan
24845,Account-024845,2025-03-05,SMB,Manufacturing,Outbound Sales,Hyderabad,Telangana
24848,Account-024848,2025-04-17,SMB,Financial Services,Organic Search,Ahmedabad,Gujarat
24880,Account-024880,2025-12-04,SMB,Hospitality,Partner,Bengaluru,Karnataka
24948,Account-024948,2024-01-24,SMB,Financial Services,Paid Ads,Kochi,Kerala
24957,Account-024957,2024-12-28,Mid-Market,Retail,Outbound Sales,Ahmedabad,Gujarat
24976,Account-024976,2025-10-21,SMB,Hospitality,Organic Search,Ahmedabad,Gujarat
25035,Account-025035,2024-02-26,SMB,Financial Services,Organic Search,Ahmedabad,Gujarat
25075,Account-025075,2025-06-10,Enterprise,IT Services,Organic Search,Kochi,Kerala
25138,Account-025138,2025-02-01,Mid-Market,Financial Services,Organic Search,Hyderabad,Telangana
25145,Account-025145,2023-02-16,SMB,Real Estate,Paid Ads,Kolkata,West Bengal
25235,Account-025235,2023-05-09,SMB,Manufacturing,Organic Search,Gurugram,Haryana
25247,Account-025247,2025-03-02,SMB,Retail,Partner,Bengaluru,Karnataka
25256,Account-025256,2024-03-21,Mid-Market,Education,Organic Search,Noida,Uttar Pradesh
25274,Account-025274,2025-01-03,Enterprise,Logistics,Outbound Sales,Shivamogga,Karnataka
25308,Account-025308,2024-10-17,Enterprise,IT Services,Outbound Sales,Shivamogga,Karnataka
25319,Account-025319,2023-08-28,SMB,Manufacturing,Partner,Coimbatore,Tamil Nadu
25328,Account-025328,2026-05-10,Mid-Market,Hospitality,Organic Search,Shivamogga,Karnataka
25330,Account-025330,2026-02-28,SMB,IT Services,Paid Ads,Hyderabad,Telangana
25336,Account-025336,2023-04-23,SMB,IT Services,Referral,Delhi,Delhi
25380,Account-025380,2025-11-20,SMB,Financial Services,Marketplace,Delhi,Delhi
25448,Account-025448,2026-02-13,SMB,Real Estate,Outbound Sales,Delhi,Delhi
25560,Account-025560,2024-03-22,SMB,Manufacturing,Organic Search,Noida,Uttar Pradesh
25577,Account-025577,2023-08-28,Mid-Market,Real Estate,Organic Search,Kochi,Kerala
25586,Account-025586,2025-12-21,SMB,Logistics,Outbound Sales,Chennai,Tamil Nadu
25613,Account-025613,2025-02-26,Mid-Market,Financial Services,Outbound Sales,Kolkata,West Bengal
25666,Account-025666,2023-08-12,Mid-Market,Healthcare,Marketplace,Ahmedabad,Gujarat
25679,Account-025679,2024-03-22,Mid-Market,Manufacturing,Outbound Sales,Kochi,Kerala
25686,Account-025686,2025-01-01,SMB,Manufacturing,Marketplace,Mumbai,Maharashtra
25687,Account-025687,2024-07-26,SMB,Real Estate,Paid Ads,Kolkata,West Bengal
25694,Account-025694,2023-06-01,Mid-Market,Manufacturing,Organic Search,Indore,Madhya Pradesh
25696,Account-025696,2026-03-29,SMB,Retail,Referral,Chennai,Tamil Nadu
25759,Account-025759,2025-01-04,SMB,Agritech,Referral,Shivamogga,Karnataka
25790,Account-025790,2026-03-07,Mid-Market,Agritech,Referral,Bengaluru,Karnataka
25818,Account-025818,2025-04-02,Mid-Market,IT Services,Paid Ads,Pune,Maharashtra
25858,Account-025858,2026-01-15,SMB,IT Services,Organic Search,Noida,Uttar Pradesh
25909,Account-025909,2025-08-15,SMB,Logistics,Organic Search,Mumbai,Maharashtra
25919,Account-025919,2023-05-20,Mid-Market,Real Estate,Paid Ads,Shivamogga,Karnataka
25920,Account-025920,2025-06-18,SMB,Education,Marketplace,Ahmedabad,Gujarat
25951,Account-025951,2025-08-15,SMB,Retail,Partner,Ahmedabad,Gujarat
25988,Account-025988,2023-10-31,SMB,Education,Paid Ads,Bengaluru,Karnataka
26035,Account-026035,2025-11-15,Mid-Market,Education,Referral,Chennai,Tamil Nadu
26042,Account-026042,2024-10-25,SMB,Logistics,Outbound Sales,Bengaluru,Karnataka
26147,Account-026147,2025-05-11,Mid-Market,Manufacturing,Referral,Hyderabad,Telangana
26243,Account-026243,2025-11-04,SMB,Agritech,Partner,Jaipur,Rajasthan
26260,Account-026260,2024-12-10,SMB,Agritech,Marketplace,Kolkata,West Bengal
26277,Account-026277,2025-04-15,Mid-Market,Retail,Organic Search,Gurugram,Haryana
26312,Account-026312,2025-08-12,Mid-Market,Education,Organic Search,Coimbatore,Tamil Nadu
26445,Account-026445,2023-12-05,SMB,Education,Outbound Sales,Jaipur,Rajasthan
26507,Account-026507,2024-04-02,SMB,Retail,Paid Ads,Kolkata,West Bengal
26521,Account-026521,2024-10-08,SMB,Logistics,Marketplace,Kochi,Kerala
26568,Account-026568,2023-10-22,Enterprise,Logistics,Outbound Sales,Chennai,Tamil Nadu
26592,Account-026592,2023-05-11,SMB,IT Services,Organic Search,Pune,Maharashtra
26659,Account-026659,2025-12-12,SMB,Manufacturing,Referral,Noida,Uttar Pradesh
26664,Account-026664,2024-11-20,Enterprise,Manufacturing,Referral,Shivamogga,Karnataka
26685,Account-026685,2025-01-09,SMB,Education,Outbound Sales,Kolkata,West Bengal
26714,Account-026714,2025-01-22,Mid-Market,IT Services,Partner,Ahmedabad,Gujarat
26734,Account-026734,2025-08-31,Mid-Market,IT Services,Organic Search,Ahmedabad,Gujarat
26744,Account-026744,2025-05-20,Mid-Market,Healthcare,Referral,Gurugram,Haryana
26817,Account-026817,2023-01-11,Mid-Market,Agritech,Organic Search,Indore,Madhya Pradesh
26835,Account-026835,2025-03-05,Enterprise,Healthcare,Outbound Sales,Mumbai,Maharashtra
26865,Account-026865,2025-01-02,Enterprise,Retail,Outbound Sales,Kolkata,West Bengal
26878,Account-026878,2024-10-21,SMB,Manufacturing,Paid Ads,Delhi,Delhi
26911,Account-026911,2024-06-22,SMB,Education,Paid Ads,Gurugram,Haryana
26965,Account-026965,2025-05-15,Enterprise,Healthcare,Outbound Sales,Ahmedabad,Gujarat
27087,Account-027087,2025-12-31,SMB,Hospitality,Partner,Delhi,Delhi
27133,Account-027133,2024-02-03,SMB,Education,Marketplace,Ahmedabad,Gujarat
27248,Account-027248,2025-06-17,Mid-Market,Healthcare,Marketplace,Mumbai,Maharashtra
27277,Account-027277,2025-11-23,SMB,Manufacturing,Organic Search,Bengaluru,Karnataka
27292,Account-027292,2026-06-10,SMB,Retail,Partner,Mumbai,Maharashtra
27315,Account-027315,2025-05-02,SMB,Retail,Referral,Kolkata,West Bengal
27322,Account-027322,2025-10-28,Mid-Market,Real Estate,Paid Ads,Ahmedabad,Gujarat
27337,Account-027337,2024-01-31,Mid-Market,Real Estate,Organic Search,Hyderabad,Telangana
27373,Account-027373,2026-05-12,SMB,Logistics,Referral,Pune,Maharashtra
27381,Account-027381,2025-11-21,SMB,Real Estate,Partner,Coimbatore,Tamil Nadu
27387,Account-027387,2023-11-11,Mid-Market,Agritech,Organic Search,Hyderabad,Telangana
27392,Account-027392,2025-01-26,SMB,Financial Services,Referral,Coimbatore,Tamil Nadu
27422,Account-027422,2026-01-12,SMB,Real Estate,Organic Search,Pune,Maharashtra
27489,Account-027489,2023-07-12,Mid-Market,Hospitality,Outbound Sales,Mumbai,Maharashtra
27545,Account-027545,2023-01-13,SMB,Real Estate,Referral,Shivamogga,Karnataka
27558,Account-027558,2026-01-17,SMB,Manufacturing,Marketplace,Hyderabad,Telangana
27588,Account-027588,2024-05-25,SMB,Financial Services,Paid Ads,Bengaluru,Karnataka
27670,Account-027670,2026-03-27,SMB,Agritech,Outbound Sales,Chennai,Tamil Nadu
27689,Account-027689,2024-11-01,SMB,Healthcare,Outbound Sales,Shivamogga,Karnataka
27708,Account-027708,2023-09-21,Enterprise,Healthcare,Referral,Bengaluru,Karnataka
27750,Account-027750,2025-09-26,SMB,Financial Services,Partner,Delhi,Delhi
27778,Account-027778,2025-06-17,Mid-Market,Financial Services,Paid Ads,Ahmedabad,Gujarat
27791,Account-027791,2023-02-04,Mid-Market,Hospitality,Organic Search,Gurugram,Haryana
27834,Account-027834,2026-01-01,Mid-Market,Retail,Outbound Sales,Noida,Uttar Pradesh
27940,Account-027940,2025-06-04,SMB,Education,Organic Search,Pune,Maharashtra
27963,Account-027963,2025-05-08,SMB,Education,Referral,Coimbatore,Tamil Nadu
27998,Account-027998,2025-03-07,Mid-Market,Financial Services,Paid Ads,Indore,Madhya Pradesh
28017,Account-028017,2025-02-03,SMB,IT Services,Outbound Sales,Coimbatore,Tamil Nadu
28082,Account-028082,2024-03-15,SMB,Agritech,Referral,Noida,Uttar Pradesh
28136,Account-028136,2024-11-29,SMB,Agritech,Referral,Gurugram,Haryana
28203,Account-028203,2024-07-04,SMB,Healthcare,Partner,Pune,Maharashtra
28234,Account-028234,2025-03-16,SMB,Logistics,Paid Ads,Bengaluru,Karnataka
28239,Account-028239,2023-11-25,SMB,Agritech,Referral,Ahmedabad,Gujarat
28276,Account-028276,2024-05-14,SMB,Logistics,Referral,Shivamogga,Karnataka
28278,Account-028278,2024-08-15,Mid-Market,Hospitality,Paid Ads,Pune,Maharashtra
28284,Account-028284,2025-10-21,Mid-Market,Hospitality,Paid Ads,Indore,Madhya Pradesh
28370,Account-028370,2024-11-10,Mid-Market,Healthcare,Paid Ads,Delhi,Delhi
28382,Account-028382,2025-03-14,Mid-Market,Healthcare,Paid Ads,Indore,Madhya Pradesh
28397,Account-028397,2024-03-24,Mid-Market,Manufacturing,Partner,Pune,Maharashtra
28412,Account-028412,2023-12-01,SMB,Retail,Referral,Hyderabad,Telangana
28440,Account-028440,2024-09-29,SMB,Logistics,Partner,Gurugram,Haryana
28453,Account-028453,2025-05-03,SMB,Hospitality,Organic Search,Kochi,Kerala
28485,Account-028485,2025-09-04,Enterprise,Hospitality,Marketplace,Kolkata,West Bengal
28508,Account-028508,2025-10-11,SMB,Healthcare,Outbound Sales,Ahmedabad,Gujarat
28546,Account-028546,2026-05-29,Mid-Market,Real Estate,Organic Search,Kochi,Kerala
28551,Account-028551,2026-05-07,SMB,Real Estate,Partner,Shivamogga,Karnataka
28572,Account-028572,2025-03-07,SMB,Logistics,Outbound Sales,Mumbai,Maharashtra
28585,Account-028585,2025-12-11,Enterprise,Hospitality,Organic Search,Hyderabad,Telangana
28641,Account-028641,2025-04-16,Mid-Market,Education,Organic Search,Chennai,Tamil Nadu
28689,Account-028689,2025-10-20,SMB,IT Services,Paid Ads,Bengaluru,Karnataka
28746,Account-028746,2025-09-14,SMB,Education,Organic Search,Gurugram,Haryana
28826,Account-028826,2023-01-28,Mid-Market,Healthcare,Outbound Sales,Jaipur,Rajasthan
28898,Account-028898,2025-06-30,Mid-Market,Real Estate,Organic Search,Jaipur,Rajasthan
28899,Account-028899,2024-09-24,SMB,Manufacturing,Organic Search,Kochi,Kerala
28909,Account-028909,2022-10-16,SMB,Healthcare,Paid Ads,Mumbai,Maharashtra
28977,Account-028977,2025-05-04,SMB,Education,Referral,Noida,Uttar Pradesh
28987,Account-028987,2024-04-10,Mid-Market,Manufacturing,Organic Search,Indore,Madhya Pradesh
29000,Account-029000,2026-04-06,SMB,Logistics,Paid Ads,Noida,Uttar Pradesh
29074,Account-029074,2025-09-10,Mid-Market,Manufacturing,Referral,Mumbai,Maharashtra
29124,Account-029124,2022-09-13,Enterprise,Manufacturing,Referral,Indore,Madhya Pradesh
29141,Account-029141,2025-11-28,Enterprise,Manufacturing,Referral,Noida,Uttar Pradesh
29155,Account-029155,2024-06-03,Mid-Market,Healthcare,Paid Ads,Chennai,Tamil Nadu
29175,Account-029175,2025-10-23,SMB,Education,Referral,Bengaluru,Karnataka
29218,Account-029218,2024-07-27,SMB,Healthcare,Organic Search,Pune,Maharashtra
29251,Account-029251,2025-03-13,Mid-Market,Education,Marketplace,Mumbai,Maharashtra
29261,Account-029261,2025-12-01,SMB,Agritech,Paid Ads,Jaipur,Rajasthan
29302,Account-029302,2023-04-20,Enterprise,Healthcare,Outbound Sales,Shivamogga,Karnataka
29303,Account-029303,2024-06-18,Mid-Market,Education,Organic Search,Chennai,Tamil Nadu
29327,Account-029327,2024-03-23,SMB,Retail,Organic Search,Hyderabad,Telangana
29331,Account-029331,2023-02-22,SMB,Education,Paid Ads,Noida,Uttar Pradesh
29367,Account-029367,2023-08-09,Mid-Market,Manufacturing,Referral,Bengaluru,Karnataka
29404,Account-029404,2026-03-03,SMB,Financial Services,Referral,Kolkata,West Bengal
29499,Account-029499,2024-01-04,Mid-Market,Agritech,Organic Search,Indore,Madhya Pradesh
29520,Account-029520,2026-05-21,SMB,Financial Services,Paid Ads,Kolkata,West Bengal
29526,Account-029526,2024-10-13,SMB,Healthcare,Paid Ads,Jaipur,Rajasthan
29546,Account-029546,2025-10-23,Mid-Market,Agritech,Partner,Hyderabad,Telangana
29667,Account-029667,2022-11-02,Enterprise,Real Estate,Outbound Sales,Kochi,Kerala
29679,Account-029679,2024-07-05,SMB,Education,Paid Ads,Noida,Uttar Pradesh
29688,Account-029688,2024-09-30,SMB,Logistics,Partner,Pune,Maharashtra
29690,Account-029690,2026-04-07,SMB,Hospitality,Partner,Coimbatore,Tamil Nadu
29721,Account-029721,2024-04-14,SMB,Agritech,Organic Search,Noida,Uttar Pradesh
29723,Account-029723,2025-02-05,SMB,Logistics,Organic Search,Noida,Uttar Pradesh
29769,Account-029769,2024-07-20,SMB,Education,Paid Ads,Chennai,Tamil Nadu
29805,Account-029805,2024-03-09,SMB,Manufacturing,Paid Ads,Jaipur,Rajasthan
29832,Account-029832,2024-08-24,SMB,Hospitality,Marketplace,Hyderabad,Telangana
29835,Account-029835,2025-12-23,SMB,Retail,Paid Ads,Shivamogga,Karnataka
29841,Account-029841,2025-03-03,Enterprise,IT Services,Paid Ads,Indore,Madhya Pradesh
29897,Account-029897,2023-08-21,SMB,Agritech,Paid Ads,Delhi,Delhi
29918,Account-029918,2024-07-25,SMB,Healthcare,Marketplace,Kochi,Kerala
29922,Account-029922,2024-04-28,Enterprise,Manufacturing,Paid Ads,Kochi,Kerala
29926,Account-029926,2024-05-05,SMB,Education,Paid Ads,Hyderabad,Telangana
29939,Account-029939,2022-01-06,SMB,Financial Services,Outbound Sales,Ahmedabad,Gujarat
29955,Account-029955,2026-03-15,SMB,Healthcare,Organic Search,Chennai,Tamil Nadu
29986,Account-029986,2024-12-24,Mid-Market,Manufacturing,Partner,Noida,Uttar Pradesh
30070,Account-030070,2026-04-12,SMB,Logistics,Organic Search,Delhi,Delhi
30111,Account-030111,2025-09-06,Enterprise,Retail,Partner,Kochi,Kerala
30229,Account-030229,2024-02-16,Enterprise,Education,Organic Search,Gurugram,Haryana
30263,Account-030263,2025-07-13,SMB,Agritech,Organic Search,Kolkata,West Bengal
30318,Account-030318,2026-05-17,Enterprise,Education,Marketplace,Noida,Uttar Pradesh
30344,Account-030344,2025-07-20,SMB,Healthcare,Organic Search,Kolkata,West Bengal
30372,Account-030372,2024-07-21,Enterprise,Retail,Partner,Pune,Maharashtra
30382,Account-030382,2024-07-29,SMB,Agritech,Outbound Sales,Bengaluru,Karnataka
30410,Account-030410,2025-02-05,Mid-Market,Agritech,Outbound Sales,Mumbai,Maharashtra
30484,Account-030484,2025-03-17,SMB,Real Estate,Outbound Sales,Ahmedabad,Gujarat
30489,Account-030489,2025-12-07,SMB,Financial Services,Outbound Sales,Pune,Maharashtra
30559,Account-030559,2025-09-18,SMB,Real Estate,Outbound Sales,Kolkata,West Bengal
30593,Account-030593,2023-07-25,SMB,Retail,Outbound Sales,Mumbai,Maharashtra
30601,Account-030601,2025-09-01,Enterprise,Financial Services,Outbound Sales,Gurugram,Haryana
30607,Account-030607,2024-10-07,SMB,Agritech,Marketplace,Coimbatore,Tamil Nadu
30716,Account-030716,2025-02-17,SMB,Manufacturing,Outbound Sales,Hyderabad,Telangana
30736,Account-030736,2025-12-11,Mid-Market,Logistics,Organic Search,Noida,Uttar Pradesh
30738,Account-030738,2024-08-29,SMB,Financial Services,Paid Ads,Jaipur,Rajasthan
30795,Account-030795,2025-04-11,SMB,Agritech,Referral,Gurugram,Haryana
30798,Account-030798,2025-07-08,Mid-Market,Hospitality,Marketplace,Hyderabad,Telangana
30800,Account-030800,2025-09-12,SMB,Manufacturing,Referral,Pune,Maharashtra
30819,Account-030819,2024-08-16,Enterprise,Real Estate,Organic Search,Bengaluru,Karnataka
30820,Account-030820,2025-02-09,SMB,Logistics,Outbound Sales,Hyderabad,Telangana
30839,Account-030839,2025-07-09,Enterprise,Education,Referral,Pune,Maharashtra
30843,Account-030843,2024-12-18,SMB,Education,Marketplace,Noida,Uttar Pradesh
30866,Account-030866,2025-02-04,SMB,IT Services,Marketplace,Pune,Maharashtra
30867,Account-030867,2025-06-18,SMB,Retail,Partner,Gurugram,Haryana
30905,Account-030905,2024-05-14,Mid-Market,Hospitality,Organic Search,Jaipur,Rajasthan
30920,Account-030920,2025-10-27,SMB,Healthcare,Paid Ads,Noida,Uttar Pradesh
31005,Account-031005,2023-02-20,SMB,Retail,Organic Search,Noida,Uttar Pradesh
31051,Account-031051,2026-05-11,SMB,Healthcare,Outbound Sales,Gurugram,Haryana
31113,Account-031113,2023-11-12,SMB,Manufacturing,Paid Ads,Kolkata,West Bengal
31125,Account-031125,2024-07-09,SMB,Healthcare,Paid Ads,Hyderabad,Telangana
31126,Account-031126,2025-01-20,SMB,Real Estate,Outbound Sales,Delhi,Delhi
31158,Account-031158,2026-05-12,SMB,Logistics,Partner,Kolkata,West Bengal
31160,Account-031160,2024-08-05,SMB,Real Estate,Outbound Sales,Kochi,Kerala
31179,Account-031179,2022-05-03,SMB,Real Estate,Organic Search,Coimbatore,Tamil Nadu
31201,Account-031201,2025-11-18,SMB,IT Services,Outbound Sales,Ahmedabad,Gujarat
31239,Account-031239,2025-04-15,Mid-Market,IT Services,Organic Search,Pune,Maharashtra
31245,Account-031245,2026-01-17,Mid-Market,Logistics,Marketplace,Delhi,Delhi
31267,Account-031267,2025-05-05,Mid-Market,Hospitality,Organic Search,Hyderabad,Telangana
31286,Account-031286,2023-03-28,Enterprise,IT Services,Marketplace,Coimbatore,Tamil Nadu
31324,Account-031324,2023-09-19,SMB,Real Estate,Referral,Pune,Maharashtra
31331,Account-031331,2023-02-17,SMB,Manufacturing,Paid Ads,Gurugram,Haryana
