ticket_id,customer_id,created_at,category,severity,resolution_hours,csat_score,is_escalated
511422,32903,2025-09-14,Performance,Low,5.0,4,0
511445,32926,2025-09-13,Feature Request,High,107.7,4,0
511449,32935,2025-09-08,Performance,Low,8.9,5,0
511450,32935,2025-09-16,Outage,High,50.0,4,1
511451,32935,2025-09-14,Outage,Low,10.5,5,0
511452,32935,2025-09-04,Billing,Medium,14.8,3,0
511497,32995,2025-09-05,Feature Request,Medium,29.5,5,0
511498,32995,2025-09-19,Integration,Low,16.3,5,0
511499,32995,2025-09-30,Integration,Medium,11.2,4,0
511500,32995,2025-09-10,Bug,Critical,19.2,5,0
511522,33021,2025-09-20,Integration,Medium,3.4,5,0
511607,33137,2025-09-26,Feature Request,Critical,24.2,4,1
511608,33137,2025-09-11,How-to,Low,13.3,5,0
511652,33202,2025-09-21,Billing,Low,27.2,5,0
511653,33202,2025-09-07,Feature Request,Critical,207.4,3,0
511654,33202,2025-09-21,Integration,Medium,101.8,3,0
511657,33208,2025-09-19,How-to,Low,6.8,3,0
511733,33284,2025-09-16,Bug,High,17.5,1,0
511735,33289,2025-09-24,Performance,Low,16.4,3,0
511736,33289,2025-09-29,Bug,High,162.1,2,0
511792,33372,2025-09-29,Integration,Medium,19.4,2,0
511793,33372,2025-09-15,Integration,Low,4.4,3,0
511794,33372,2025-09-25,Performance,Low,23.6,1,0
511795,33372,2025-09-12,Performance,Medium,30.9,3,0
511796,33372,2025-09-02,How-to,Medium,14.1,4,0
511797,33372,2025-09-25,Performance,Medium,44.5,3,0
511800,33383,2025-09-11,Outage,Low,33.6,5,0
511801,33383,2025-09-06,Feature Request,Medium,28.1,4,0
511802,33383,2025-09-14,Outage,Low,20.6,5,0
511808,33400,2025-09-24,Outage,High,46.0,4,1
512066,33774,2025-09-04,Feature Request,Low,14.5,3,0
512071,33778,2025-09-20,Bug,Critical,77.6,5,1
512072,33778,2025-09-06,Feature Request,Low,14.7,4,0
512088,33794,2025-09-20,Outage,Low,5.8,4,0
512089,33794,2025-09-19,Performance,Low,9.4,5,0
512090,33796,2025-09-30,Outage,Medium,26.7,5,0
512091,33796,2025-09-19,Outage,High,9.7,4,1
512156,33870,2025-09-25,How-to,Low,5.1,3,0
512157,33870,2025-09-15,Performance,Medium,18.9,4,0
512216,33925,2025-09-24,Billing,High,25.2,4,0
512217,33925,2025-09-08,Feature Request,Medium,22.3,4,0
512218,33925,2025-09-14,Outage,Low,11.6,4,0
512219,33925,2025-09-13,Billing,High,18.5,2,0
512227,33931,2025-09-11,How-to,Low,23.9,3,0
512228,33931,2025-09-16,Outage,Medium,15.3,4,0
512288,33986,2025-09-08,Performance,High,27.0,4,0
512289,33986,2025-09-21,Outage,Medium,23.9,2,0
512297,34001,2025-09-14,Billing,High,32.6,4,0
512313,34013,2025-09-13,Bug,Medium,30.6,3,0
512390,34076,2025-09-10,Integration,Medium,9.8,2,0
512496,34201,2025-09-19,Outage,Medium,6.6,2,0
512497,34201,2025-09-23,Feature Request,Low,15.0,3,0
512498,34201,2025-09-09,Billing,High,54.9,1,1
512499,34201,2025-09-08,Bug,High,46.6,2,0
512500,34201,2025-09-08,How-to,Low,0.5,4,0
512525,34261,2025-09-14,Billing,Low,8.3,3,0
512526,34261,2025-09-20,Billing,Critical,53.4,4,0
512709,34441,2025-09-01,Outage,Medium,58.2,5,0
512710,34441,2025-09-03,Feature Request,Low,20.6,5,0
512739,34482,2025-09-22,Performance,Low,4.1,4,0
512759,34499,2025-09-09,Feature Request,Low,4.5,5,0
512952,34735,2025-09-13,Outage,Low,5.0,5,0
512953,34735,2025-09-13,Integration,Medium,42.0,5,0
512954,34735,2025-09-01,Billing,Medium,26.2,3,0
512956,34744,2025-09-09,Performance,Medium,26.4,4,0
513000,34795,2025-09-26,Performance,Low,8.5,4,0
513044,34863,2025-09-06,Performance,Medium,27.1,5,0
513048,34879,2025-09-27,Outage,Low,27.5,5,0
513053,34889,2025-09-15,Feature Request,Low,9.2,5,0
513123,34969,2025-09-14,Outage,High,18.4,1,0
513124,34969,2025-09-01,Feature Request,Low,1.5,4,0
513129,34988,2025-09-30,Performance,High,11.2,4,1
513247,35118,2025-09-12,Billing,Medium,55.4,3,0
513248,35118,2025-09-11,How-to,High,72.4,4,0
513249,35118,2025-09-16,Billing,Medium,26.6,2,0
513250,35118,2025-09-29,Outage,Medium,7.4,3,0
513251,35118,2025-09-14,Feature Request,Critical,160.2,2,0
513252,35118,2025-09-10,How-to,Low,19.8,5,0
513376,35266,2025-09-12,Bug,Medium,25.0,4,0
513434,35343,2025-09-13,Performance,Low,29.1,5,0
513435,35343,2025-09-01,Integration,Medium,5.8,5,0
513496,35411,2025-09-03,Integration,Critical,36.0,4,0
513497,35411,2025-09-21,Bug,Medium,18.8,4,0
513498,35412,2025-09-14,Billing,Low,12.1,3,0
513499,35412,2025-09-26,Feature Request,Medium,36.7,3,0
513500,35412,2025-09-01,How-to,Low,12.0,4,0
513501,35412,2025-09-28,Feature Request,Medium,8.6,3,0
513623,35550,2025-09-09,Integration,Medium,15.1,4,0
513624,35550,2025-09-21,Bug,Medium,2.8,5,0
513625,35550,2025-09-10,How-to,High,31.2,3,1
513766,35710,2025-09-09,Feature Request,Medium,39.8,5,0
513899,35860,2025-09-13,Outage,Low,10.8,5,0
513942,35933,2025-09-30,Feature Request,Low,2.8,5,0
513943,35933,2025-09-08,Integration,Low,8.8,4,0
514080,36076,2025-09-14,Bug,High,41.4,3,1
514081,36076,2025-09-18,Billing,High,63.7,3,0
514082,36076,2025-09-27,Bug,Low,17.4,4,0
514083,36076,2025-09-20,Billing,Medium,38.0,4,0
514084,36076,2025-09-04,Feature Request,High,15.6,4,1
514085,36076,2025-09-30,Integration,Medium,44.4,3,0
514086,36077,2025-09-12,How-to,Low,18.6,4,0
514087,36077,2025-09-17,Bug,Medium,23.7,4,0
514088,36077,2025-09-13,Feature Request,Low,36.0,4,0
514089,36077,2025-09-09,Bug,Medium,11.3,4,0
514142,36158,2025-09-09,Outage,Low,25.4,3,0
514143,36158,2025-09-08,Performance,Medium,12.3,5,0
514144,36158,2025-09-30,How-to,Low,13.9,5,0
514354,36413,2025-09-11,Integration,High,23.0,3,0
514667,36773,2025-09-10,Performance,Low,3.0,5,0
514685,36815,2025-09-02,How-to,High,47.5,3,0
514686,36815,2025-09-25,Performance,Medium,2.1,5,0
514694,36833,2025-09-12,Bug,Low,3.5,4,0
514736,36886,2025-09-10,Feature Request,Low,22.9,3,0
514747,36906,2025-09-30,Bug,Low,4.3,4,0
514759,36920,2025-09-27,How-to,Low,7.0,5,0
514760,36920,2025-09-03,Integration,Medium,24.8,5,0
514807,36980,2025-09-26,Outage,Medium,26.1,4,0
514808,36984,2025-09-19,Outage,Medium,119.1,4,0
514809,36984,2025-09-11,Billing,Low,12.8,3,0
514905,37109,2025-09-18,Outage,High,63.7,4,1
514906,37109,2025-09-07,Feature Request,Low,11.7,4,0
514907,37109,2025-09-21,Billing,Critical,78.7,4,1
514908,37109,2025-09-16,Integration,High,35.5,3,0
514909,37109,2025-09-28,Feature Request,Low,14.1,3,0
514929,37134,2025-09-10,Performance,Low,5.4,5,0
514963,37179,2025-09-11,Performance,Medium,7.4,4,0
515184,37424,2025-09-17,Outage,Low,8.8,3,0
515213,37460,2025-09-14,Outage,Medium,5.7,4,0
515214,37460,2025-09-08,Integration,Low,18.8,4,0
515215,37460,2025-09-16,Bug,Low,6.3,4,0
515223,37476,2025-09-01,How-to,Critical,51.4,3,1
515298,37563,2025-09-27,Outage,Medium,38.7,3,0
515369,37672,2025-09-28,Feature Request,Low,5.5,4,0
515434,37747,2025-09-11,Outage,High,10.0,4,0
515435,37747,2025-09-11,Outage,Low,5.5,5,0
515436,37747,2025-09-20,Billing,Critical,8.2,4,0
515626,37982,2025-09-14,Bug,Medium,39.5,4,0
515808,38227,2025-09-15,Integration,High,16.6,5,0
515822,38252,2025-09-18,Outage,Critical,20.8,4,0
516135,38612,2025-09-03,How-to,Critical,40.1,3,0
516136,38612,2025-09-05,Billing,Low,12.2,3,0
516173,38664,2025-09-04,Billing,High,57.2,3,0
516253,38812,2025-09-27,Performance,Low,48.3,4,0
516254,38812,2025-09-29,How-to,Low,5.4,3,0
516261,38823,2025-09-16,Feature Request,Low,10.8,3,0
516262,38823,2025-09-04,Feature Request,Low,2.1,4,0
516445,39017,2025-09-11,Feature Request,Low,14.4,3,0
516446,39017,2025-09-07,Performance,Low,21.4,4,0
516463,39037,2025-09-08,Performance,Low,25.5,5,0
516464,39037,2025-09-22,Outage,Low,13.9,4,0
516613,39190,2025-09-27,Feature Request,Low,12.1,4,0
516614,39190,2025-09-24,Bug,Low,10.2,4,0
516627,39196,2025-09-07,Bug,Low,15.7,3,0
516797,39416,2025-09-21,Billing,Low,17.4,4,0
516798,39416,2025-09-11,Feature Request,Medium,17.0,4,0
516799,39416,2025-09-14,Performance,High,16.7,4,0
516800,39416,2025-09-21,How-to,Low,1.6,5,0
516872,39541,2025-09-14,Feature Request,Medium,34.0,4,0
516873,39541,2025-09-08,Bug,Low,21.9,3,0
516874,39541,2025-09-26,How-to,Low,28.3,3,0
517006,39666,2025-09-27,Outage,High,34.0,4,1
517007,39666,2025-09-08,Bug,Low,11.7,4,0
517055,39739,2025-09-09,Billing,Critical,36.1,4,1
517056,39739,2025-09-01,How-to,Low,15.4,5,0
517057,39739,2025-09-20,How-to,Low,5.2,5,0
517058,39739,2025-09-03,Billing,High,38.4,4,1
517263,40017,2025-09-23,Integration,Critical,36.4,4,0
517328,40093,2025-09-29,Billing,High,43.0,4,0
517329,40093,2025-09-23,Feature Request,High,69.0,4,0
517330,40093,2025-09-16,Bug,Medium,20.4,4,0
517418,40166,2025-09-04,Bug,High,3.0,2,0
517419,40166,2025-09-25,How-to,Low,15.2,4,0
517420,40166,2025-09-12,Feature Request,Low,22.3,4,0
517421,40166,2025-09-30,Performance,Medium,58.8,3,0
517509,40270,2025-09-12,Outage,High,21.9,2,0
517649,40485,2025-09-16,Performance,High,45.1,4,0
517703,40555,2025-09-28,Billing,Critical,74.0,3,1
517881,40757,2025-09-25,Feature Request,High,7.7,2,1
517962,40857,2025-09-24,Performance,Low,13.9,4,0
517963,40857,2025-09-20,Feature Request,Medium,35.8,3,0
517990,40892,2025-09-24,Feature Request,High,6.9,3,0
518121,41021,2025-09-14,Bug,Low,15.2,2,0
518122,41021,2025-09-18,Bug,Medium,33.9,4,0
518220,41168,2025-09-10,Performance,Medium,10.9,4,0
518221,41168,2025-09-18,Bug,Medium,21.9,4,0
518222,41168,2025-09-28,Billing,Low,3.5,5,0
518223,41168,2025-09-10,Integration,Low,17.2,5,0
518224,41168,2025-09-26,Outage,Medium,17.1,4,0
518225,41168,2025-09-04,Bug,High,37.8,3,0
518226,41168,2025-09-07,Performance,Low,8.7,3,0
518230,41180,2025-09-03,Performance,Medium,17.6,5,0
518231,41180,2025-09-05,Feature Request,Medium,25.8,5,0
518232,41180,2025-09-26,Billing,Medium,61.0,4,0
518233,41180,2025-09-08,Performance,Low,8.1,3,0
518258,41209,2025-09-26,Integration,High,25.8,4,0
518259,41209,2025-09-23,Integration,High,7.0,2,0
518260,41209,2025-09-04,Outage,High,66.3,4,1
518261,41209,2025-09-03,Outage,Low,23.9,3,0
518262,41209,2025-09-17,Performance,Medium,31.9,4,0
518339,41289,2025-09-09,How-to,Low,4.9,5,0
518346,41296,2025-09-28,Billing,Low,13.0,3,0
518347,41296,2025-09-29,Performance,Medium,37.9,4,0
518348,41296,2025-09-13,Bug,Low,40.9,3,0
518380,41324,2025-09-22,How-to,High,38.1,3,0
518381,41324,2025-09-19,Billing,Low,32.0,4,0
518467,41404,2025-09-16,Feature Request,Low,5.8,4,0
518537,41475,2025-09-24,Integration,Low,19.2,4,0
518590,41531,2025-09-24,How-to,Medium,119.8,3,0
518591,41531,2025-09-24,How-to,Low,8.4,4,0
518610,41542,2025-09-25,Outage,Low,54.1,3,0
518662,41601,2025-09-19,Bug,Low,45.5,5,0
518663,41601,2025-09-23,Performance,Medium,40.4,5,0
518736,41660,2025-09-04,Billing,Critical,34.1,4,0
518737,41660,2025-09-21,Integration,Medium,54.4,4,0
518738,41660,2025-09-13,Performance,Low,9.0,3,0
518739,41660,2025-09-30,Billing,Low,12.7,5,0
518779,41709,2025-09-14,Bug,Medium,8.0,5,0
518884,41834,2025-09-27,Bug,Low,6.3,5,0
518885,41834,2025-09-07,How-to,Low,5.0,5,0
518917,41868,2025-09-11,How-to,Medium,20.6,3,0
518918,41868,2025-09-21,Bug,High,33.5,4,1
518919,41869,2025-09-03,Integration,Medium,5.9,3,0
518920,41869,2025-09-06,Outage,High,39.3,4,0
518936,41888,2025-09-04,How-to,Medium,32.6,4,0
518990,41946,2025-09-30,Performance,High,19.3,4,1
518991,41946,2025-09-11,Billing,Low,4.1,4,0
519005,41956,2025-09-04,How-to,Medium,18.7,4,0
519021,41985,2025-09-16,Billing,High,19.6,2,0
519022,41985,2025-09-09,How-to,Low,19.3,3,0
519023,41985,2025-09-08,Bug,Medium,38.5,3,0
519070,42058,2025-09-25,Integration,Low,18.7,4,0
519071,42058,2025-09-03,How-to,Low,5.4,5,0
519072,42060,2025-09-13,Integration,Low,9.6,3,0
519099,42105,2025-09-14,Integration,Medium,2.8,5,0
519100,42111,2025-09-30,How-to,Low,23.9,2,0
519101,42111,2025-09-28,Outage,Medium,27.2,3,0
519236,42269,2025-09-21,Bug,Low,20.1,5,0
519237,42269,2025-09-28,How-to,High,53.7,4,1
519333,42398,2025-09-24,Billing,Medium,37.9,3,0
519352,42428,2025-09-08,Bug,Medium,21.4,4,0
519379,42446,2025-09-03,Outage,Medium,3.5,3,0
519380,42446,2025-09-03,How-to,Medium,36.6,3,0
519460,42536,2025-09-20,How-to,Critical,36.2,3,0
519517,42620,2025-09-26,Feature Request,Low,21.7,3,0
519597,42704,2025-09-08,Performance,Low,9.2,5,0
519608,42719,2025-09-28,Feature Request,Low,9.5,4,0
519609,42719,2025-09-02,Bug,Low,33.0,4,0
519610,42719,2025-09-10,Performance,Low,10.4,4,0
519750,42914,2025-09-16,Outage,Medium,29.9,3,0
519751,42914,2025-09-18,How-to,Medium,20.3,3,0
519994,43194,2025-09-02,Feature Request,Medium,18.8,4,0
519995,43194,2025-09-13,Bug,Low,12.0,4,0
520059,43280,2025-09-11,Performance,Low,40.6,4,0
520060,43280,2025-09-07,Feature Request,Critical,31.0,1,0
520061,43280,2025-09-17,Feature Request,Medium,39.8,3,0
520062,43280,2025-09-25,Bug,Low,10.4,3,0
520063,43280,2025-09-28,Bug,Low,45.9,3,0
520064,43280,2025-09-09,Bug,High,44.2,3,1
520155,43358,2025-09-16,How-to,Medium,43.0,4,0
520227,43444,2025-09-17,Outage,Medium,13.0,3,0
520302,43533,2025-09-26,Performance,Medium,17.2,4,0
520303,43533,2025-09-30,Billing,Medium,2.4,3,0
520304,43533,2025-09-15,Bug,High,25.4,4,0
520326,43556,2025-09-13,How-to,Medium,12.1,4,0
520430,43663,2025-09-06,Performance,Medium,20.1,3,0
520465,43687,2025-09-15,Bug,Low,19.5,3,0
520466,43687,2025-09-04,Feature Request,Low,1.5,5,0
520488,43702,2025-09-11,Feature Request,Low,10.6,3,0
520489,43702,2025-09-17,Billing,Low,2.9,4,0
520560,43777,2025-09-04,Feature Request,Medium,41.5,3,0
520561,43777,2025-09-24,Performance,Low,28.3,5,0
520648,43882,2025-09-22,Bug,Low,13.3,4,0
520866,44132,2025-09-22,Outage,Medium,75.9,3,0
520867,44132,2025-09-30,Bug,Medium,56.9,4,0
521078,44356,2025-09-10,Bug,Low,10.3,4,0
521203,44474,2025-09-01,Billing,Low,2.3,5,0
521221,44484,2025-09-23,Bug,Medium,8.0,4,0
521222,44484,2025-09-03,Feature Request,Low,15.9,4,0
521293,44570,2025-09-24,Billing,Low,12.7,3,0
521294,44570,2025-09-16,Outage,Critical,62.0,3,0
521299,44577,2025-09-11,How-to,Medium,3.9,4,0
521300,44577,2025-09-07,Integration,Medium,38.9,3,0
521301,44577,2025-09-24,Outage,High,6.0,5,1
521333,44611,2025-09-23,Feature Request,Medium,14.7,3,0
521374,44670,2025-09-13,Billing,High,23.9,3,0
521511,44851,2025-09-20,How-to,Low,11.5,4,0
521512,44851,2025-09-21,Billing,Low,15.2,3,0
521619,44979,2025-09-28,Performance,High,25.4,4,0
521620,44979,2025-09-23,Performance,High,34.4,2,1
521698,45066,2025-09-16,Billing,Low,7.2,3,0
521699,45066,2025-09-05,Bug,Low,9.4,5,0
521700,45066,2025-09-13,Performance,High,11.9,5,0
521712,45081,2025-09-20,Billing,High,28.7,3,1
521713,45081,2025-09-11,Outage,Low,25.5,4,0
521832,45231,2025-09-30,Outage,High,12.3,2,1
521833,45231,2025-09-26,Bug,Low,6.9,5,0
521834,45231,2025-09-26,How-to,Low,11.4,4,0
521842,45236,2025-09-03,Integration,High,47.5,2,0
521880,45290,2025-09-30,How-to,Low,9.1,4,0
521910,45332,2025-09-05,Feature Request,Critical,54.7,3,1
521916,45344,2025-09-14,Integration,Low,6.2,4,0
521917,45344,2025-09-09,Integration,High,14.6,3,0
521918,45344,2025-09-04,Outage,Medium,12.3,4,0
521919,45344,2025-09-06,Integration,Low,7.9,4,0
521920,45344,2025-09-13,Integration,Medium,43.1,4,0
521921,45344,2025-09-19,How-to,High,8.9,5,0
522097,45547,2025-09-01,Performance,Low,1.5,4,0
522128,45588,2025-09-09,Bug,High,61.5,3,1
522140,45606,2025-09-29,How-to,High,33.4,3,0
522222,45708,2025-09-03,Performance,High,76.3,5,1
522270,45757,2025-09-21,Outage,Low,14.2,4,0
522346,45827,2025-09-05,How-to,Low,5.7,4,0
522516,46011,2025-09-10,How-to,High,27.2,2,1
522605,46114,2025-09-19,Bug,Critical,78.3,2,1
522606,46114,2025-09-26,Bug,High,78.9,3,1
522700,46227,2025-09-01,Feature Request,Medium,9.3,3,0
522701,46227,2025-09-29,Billing,High,61.4,1,0
522702,46227,2025-09-22,Performance,High,42.4,2,0
522703,46227,2025-09-02,Outage,Medium,36.3,2,0
522704,46227,2025-09-17,Feature Request,Low,16.1,3,0
522705,46227,2025-09-01,How-to,Medium,20.7,3,0
522706,46227,2025-09-17,Billing,High,116.6,3,1
522850,46382,2025-09-13,Integration,Medium,5.2,5,0
522851,46382,2025-09-23,Bug,Low,3.1,5,0
522896,46452,2025-09-17,Billing,Medium,29.1,3,0
522921,46487,2025-09-12,Outage,Medium,9.5,3,0
522934,46503,2025-09-14,Bug,Low,6.0,3,0
523113,46740,2025-09-22,Performance,Low,2.2,5,0
523195,46847,2025-09-13,Outage,Medium,9.9,5,0
523232,46887,2025-09-23,Outage,Low,4.6,3,0
523244,46898,2025-09-13,Outage,Medium,12.2,5,0
523245,46903,2025-09-12,Integration,Low,18.2,4,0
523411,47074,2025-09-24,How-to,Critical,20.9,4,1
523607,47280,2025-09-29,How-to,Low,41.1,4,0
523608,47280,2025-09-29,Billing,High,40.7,3,0
523623,47297,2025-09-06,Performance,Medium,78.2,2,0
523624,47297,2025-09-01,Billing,Low,6.3,3,0
523803,47522,2025-09-01,How-to,Low,3.2,3,0
523805,47527,2025-09-06,Performance,High,29.9,2,0
523806,47527,2025-09-09,Bug,Low,13.6,5,0
524023,47832,2025-09-07,Feature Request,Medium,22.5,3,0
524024,47832,2025-09-23,Feature Request,High,31.2,3,0
524025,47832,2025-09-17,Integration,Medium,52.4,2,0
524026,47832,2025-09-13,Integration,High,28.0,5,0
524027,47832,2025-09-29,Outage,Low,31.1,2,0
524028,47832,2025-09-13,Integration,Medium,32.1,4,0
524066,47874,2025-09-19,Outage,Medium,52.3,1,0
524067,47874,2025-09-24,How-to,Low,11.2,3,0
524068,47874,2025-09-23,Feature Request,Low,16.4,4,0
524069,47874,2025-09-30,How-to,High,47.3,4,0
524070,47874,2025-09-03,Billing,Critical,79.2,2,1
524074,47879,2025-09-28,Bug,High,53.0,3,1
524075,47879,2025-09-01,Integration,Low,24.9,2,0
524076,47879,2025-09-29,Feature Request,Medium,40.1,4,0
524113,47913,2025-09-08,Outage,Low,3.1,4,0
524121,47922,2025-09-22,Bug,Low,15.7,4,0
524302,48123,2025-09-20,Performance,Low,35.1,4,0
524485,48299,2025-09-17,How-to,Low,23.2,3,0
524486,48299,2025-09-17,How-to,Medium,58.9,5,0
524487,48299,2025-09-27,How-to,High,38.8,2,0
524488,48299,2025-09-26,Bug,Medium,37.0,3,0
524489,48299,2025-09-05,Billing,Critical,34.2,3,0
524535,48337,2025-09-19,Integration,Low,20.9,4,0
524536,48337,2025-09-24,Integration,Medium,3.0,4,0
524557,48355,2025-09-05,Performance,High,8.5,3,1
524558,48355,2025-09-18,Performance,Low,6.3,5,0
524559,48355,2025-09-08,How-to,Critical,11.8,5,0
524560,48355,2025-09-05,Feature Request,Low,11.1,5,0
524561,48355,2025-09-07,Feature Request,Critical,39.5,5,1
524631,48427,2025-09-28,Performance,Low,9.4,5,0
524632,48427,2025-09-18,Integration,Critical,56.0,1,1
524717,48538,2025-09-06,Bug,High,9.9,4,0
524763,48567,2025-09-07,Outage,High,25.3,4,0
524764,48567,2025-09-02,Billing,High,3.5,4,0
524789,48593,2025-09-13,How-to,Low,21.9,3,0
524808,48639,2025-09-02,Outage,Low,6.9,5,0
524809,48644,2025-09-07,Billing,Low,32.9,5,0
525041,48925,2025-09-22,Integration,Low,16.2,5,0
525042,48925,2025-09-18,Outage,Medium,73.9,2,0
525142,49009,2025-09-22,Bug,Medium,14.7,4,0
525230,49130,2025-09-09,Performance,Low,28.5,5,0
525231,49130,2025-09-10,Bug,High,22.6,2,0
525232,49130,2025-09-04,Feature Request,Medium,23.5,4,0
525240,49144,2025-09-12,Billing,High,101.3,3,0
525241,49144,2025-09-30,Bug,Low,19.7,5,0
525266,49168,2025-09-23,Integration,Medium,29.5,2,0
525274,49176,2025-09-27,Feature Request,High,13.6,2,1
525275,49176,2025-09-21,Bug,Medium,5.5,4,0
525276,49176,2025-09-12,Bug,Low,4.9,4,0
525310,49214,2025-09-27,Billing,High,35.9,4,1
525311,49214,2025-09-16,How-to,Low,8.2,5,0
525312,49214,2025-09-22,Outage,Medium,44.0,4,0
525344,49249,2025-09-01,Integration,High,9.2,5,1
525397,49323,2025-09-04,How-to,Medium,3.8,3,0
525557,49517,2025-09-30,Performance,Medium,37.6,3,0
525621,49598,2025-09-19,Billing,High,75.1,5,0
525622,49598,2025-09-30,Feature Request,Medium,42.4,3,0
525623,49598,2025-09-19,Outage,Medium,10.6,4,0
525624,49598,2025-09-11,Integration,High,55.9,3,1
525642,49617,2025-09-14,Bug,High,7.8,3,1
525725,49714,2025-09-07,Bug,Medium,13.4,4,0
525726,49714,2025-09-14,Outage,High,25.9,3,1
525727,49714,2025-09-27,Feature Request,Low,20.1,3,0
525783,49791,2025-09-04,Integration,Low,28.1,3,0
525784,49791,2025-09-06,Performance,Low,9.6,4,0
525916,49913,2025-09-30,Performance,Low,23.4,5,0
525917,49913,2025-09-08,Billing,Medium,17.6,5,0
525929,49931,2025-09-23,Integration,Medium,18.8,5,0
525930,49931,2025-09-24,How-to,Low,9.7,5,0
525982,18,2025-10-24,Bug,High,46.4,3,0
525983,19,2025-10-06,Bug,High,6.0,2,0
525984,23,2025-10-18,Billing,Low,19.8,5,0
525985,23,2025-10-24,Feature Request,Low,10.8,5,0
525986,23,2025-10-31,How-to,High,17.7,3,1
525998,48,2025-10-30,Integration,Low,8.5,4,0
525999,48,2025-10-17,Bug,High,65.1,3,0
526085,155,2025-10-16,Feature Request,Medium,30.1,2,0
526118,222,2025-10-12,Billing,Low,17.1,5,0
526119,222,2025-10-24,Feature Request,High,5.9,4,0
526144,247,2025-10-22,Integration,Low,17.8,5,0
526158,259,2025-10-29,Billing,Low,9.7,5,0
526159,259,2025-10-05,Performance,Medium,12.3,5,0
526185,283,2025-10-22,Feature Request,Low,5.3,5,0
526186,283,2025-10-09,Bug,Critical,43.4,3,1
526201,300,2025-10-09,Integration,Medium,16.3,3,0
526202,300,2025-10-09,Outage,Low,11.7,4,0
526219,319,2025-10-03,Integration,High,23.6,3,0
526232,334,2025-10-17,Performance,Critical,2.9,3,0
526233,335,2025-10-08,Integration,Low,5.2,5,0
526237,341,2025-10-20,Bug,Medium,39.9,3,0
526265,379,2025-10-26,Integration,Medium,9.2,2,0
526403,531,2025-10-23,Billing,Low,4.5,5,0
526450,575,2025-10-24,How-to,High,4.9,4,0
526527,668,2025-10-08,Performance,Low,4.2,4,0
526547,685,2025-10-23,Performance,Medium,3.7,4,0
526548,685,2025-10-14,Performance,Low,10.8,4,0
526549,685,2025-10-31,Feature Request,High,63.3,4,0
526550,685,2025-10-21,Outage,High,50.4,4,0
526593,738,2025-10-10,Feature Request,Low,10.5,5,0
526594,738,2025-10-28,How-to,Low,4.7,3,0
526595,738,2025-10-12,Bug,Low,31.8,5,0
526596,738,2025-10-10,Billing,Low,14.0,4,0
526597,738,2025-10-11,Feature Request,Medium,11.5,4,0
526598,738,2025-10-09,Feature Request,Medium,6.0,4,0
526700,855,2025-10-22,Bug,Low,11.3,3,0
526743,895,2025-10-02,Billing,Low,27.2,2,0
526744,895,2025-10-01,How-to,Low,1.8,3,0
526745,895,2025-10-17,How-to,Low,20.0,2,0
526827,1001,2025-10-27,Performance,Low,1.9,4,0
526829,1004,2025-10-09,How-to,Low,4.4,4,0
526881,1061,2025-10-13,Performance,Low,11.5,4,0
526898,1092,2025-10-25,Integration,Medium,16.6,4,0
526907,1107,2025-10-19,Performance,Low,2.6,5,0
526964,1167,2025-10-03,Feature Request,High,48.3,3,0
526965,1167,2025-10-09,How-to,High,38.2,3,0
526999,1227,2025-10-01,Feature Request,Low,4.9,5,0
527000,1227,2025-10-17,Performance,Medium,39.1,4,0
527014,1240,2025-10-12,Feature Request,Low,11.3,4,0
527050,1275,2025-10-26,Outage,Low,11.9,4,0
527123,1362,2025-10-04,Billing,Medium,57.4,3,0
527142,1387,2025-10-16,Bug,Low,12.8,4,0
527162,1406,2025-10-03,Integration,High,27.6,3,0
527163,1406,2025-10-18,Integration,High,27.3,2,0
527212,1460,2025-10-14,Performance,Low,10.0,4,0
527213,1460,2025-10-04,Bug,Medium,31.1,2,0
527490,1806,2025-10-18,How-to,Medium,32.5,3,0
527491,1806,2025-10-30,Integration,High,11.5,3,0
527594,1917,2025-10-29,Performance,Low,12.8,5,0
527643,1983,2025-10-04,Billing,Low,25.2,5,0
527697,2044,2025-10-29,How-to,Low,3.9,4,0
527713,2060,2025-10-13,How-to,High,38.0,4,0
527877,2244,2025-10-21,Integration,High,13.0,3,0
527878,2244,2025-10-08,Performance,High,30.5,3,1
527879,2244,2025-10-13,Feature Request,Medium,68.1,3,0
528031,2383,2025-10-16,How-to,Low,10.6,4,0
528156,2529,2025-10-19,Billing,Critical,64.8,4,0
528174,2555,2025-10-21,Billing,Medium,14.3,4,0
528175,2555,2025-10-31,Bug,Low,10.3,5,0
528220,2608,2025-10-21,Bug,Medium,39.1,4,0
528303,2713,2025-10-24,Outage,Medium,28.0,5,0
528304,2713,2025-10-31,How-to,Critical,51.5,3,0
528305,2713,2025-10-12,Billing,Medium,37.8,4,0
528306,2713,2025-10-13,Outage,Low,18.2,5,0
528307,2713,2025-10-20,How-to,Low,14.4,5,0
528343,2768,2025-10-12,Feature Request,Low,4.1,4,0
528344,2768,2025-10-23,Feature Request,Medium,16.0,3,0
528414,2845,2025-10-09,Bug,Medium,41.0,4,0
528463,2899,2025-10-19,Integration,Low,28.4,5,0
528500,2939,2025-10-20,Feature Request,Medium,16.2,5,0
528688,3171,2025-10-15,Outage,Critical,56.6,4,1
528689,3171,2025-10-12,Bug,Low,13.9,4,0
528742,3262,2025-10-20,Outage,Low,20.8,5,0
