customer_id,month_start,logins,active_days,seats_active,features_used,features_available,api_calls
33289,2025-07-01,7,10,3,2,12,225
33350,2025-07-01,28,18,2,18,28,268
33372,2025-07-01,8,8,10,13,45,600
33383,2025-07-01,39,17,52,22,28,5546
33400,2025-07-01,19,15,15,18,45,2173
33472,2025-07-01,54,22,93,38,45,34167
33774,2025-07-01,9,10,3,5,12,123
33776,2025-07-01,40,18,7,7,12,1789
33778,2025-07-01,46,17,6,11,12,304
33794,2025-07-01,75,21,61,40,45,6987
33796,2025-07-01,51,20,14,35,45,3130
33856,2025-07-01,2,3,1,11,28,102
33870,2025-07-01,9,12,43,45,60,2616
33871,2025-07-01,4,5,45,19,60,5138
33919,2025-07-01,33,18,38,37,45,3968
33925,2025-07-01,12,12,2,2,12,117
33931,2025-07-01,4,5,1,4,45,146
33945,2025-07-01,51,22,28,23,28,8261
33971,2025-07-01,63,21,14,42,45,2338
33975,2025-07-01,65,21,8,27,28,449
33986,2025-07-01,26,16,118,39,60,13958
34001,2025-07-01,28,16,11,7,12,683
34013,2025-07-01,24,20,103,19,60,9676
34048,2025-07-01,39,19,7,5,12,1231
34076,2025-07-01,7,10,3,3,12,346
34201,2025-07-01,16,17,3,15,28,386
34261,2025-07-01,19,12,4,17,28,721
34265,2025-07-01,66,22,2,22,28,127
34268,2025-07-01,15,13,1,19,28,142
34441,2025-07-01,7,8,14,4,28,1525
34482,2025-07-01,7,9,4,32,45,634
34499,2025-07-01,31,20,14,41,45,2945
34615,2025-07-01,13,10,58,22,45,22369
34721,2025-07-01,44,20,39,25,28,7113
34735,2025-07-01,68,22,52,41,45,18014
34744,2025-07-01,3,6,1,16,28,175
34795,2025-07-01,30,18,12,7,12,3702
34863,2025-07-01,40,21,5,37,45,217
34879,2025-07-01,11,9,1,22,45,376
34889,2025-07-01,30,17,5,5,12,631
34988,2025-07-01,30,17,8,9,12,3077
35003,2025-07-01,45,19,35,29,45,1044
35046,2025-07-01,6,9,3,6,12,296
35057,2025-07-01,48,21,14,25,28,2937
35118,2025-07-01,3,5,1,2,12,79
35136,2025-07-01,58,22,2,11,12,262
35266,2025-07-01,34,16,5,10,12,2054
35343,2025-07-01,26,19,7,10,28,1094
35346,2025-07-01,11,13,2,5,12,123
35411,2025-07-01,21,14,1,10,12,13
35412,2025-07-01,42,21,43,44,60,14184
35439,2025-07-01,13,12,3,7,28,142
35528,2025-07-01,47,21,3,9,12,128
35550,2025-07-01,54,21,3,11,12,740
35710,2025-07-01,60,22,4,27,28,979
35815,2025-07-01,23,16,2,6,12,263
35860,2025-07-01,10,9,1,21,28,379
35933,2025-07-01,22,13,93,16,60,8413
36017,2025-07-01,11,10,31,13,28,3504
36021,2025-07-01,54,21,2,8,12,105
36077,2025-07-01,7,10,4,23,28,431
36158,2025-07-01,28,17,1,9,12,369
36173,2025-07-01,74,22,2,11,12,361
36196,2025-07-01,50,22,52,52,60,8064
36197,2025-07-01,34,19,10,18,28,749
36206,2025-07-01,18,17,4,8,12,553
36413,2025-07-01,7,8,48,17,60,1193
36602,2025-07-01,13,12,40,32,60,4961
36773,2025-07-01,15,16,5,21,28,612
36791,2025-07-01,74,20,5,26,28,597
36815,2025-07-01,68,21,13,31,45,2525
36833,2025-07-01,19,15,25,20,45,2074
36886,2025-07-01,44,20,5,10,12,814
36906,2025-07-01,42,21,5,9,12,687
36920,2025-07-01,62,21,6,22,28,920
36980,2025-07-01,16,15,33,9,28,5779
36984,2025-07-01,6,9,10,13,45,159
36995,2025-07-01,65,21,144,46,60,19967
37105,2025-07-01,10,12,4,8,12,275
37109,2025-07-01,34,17,56,39,45,29247
37116,2025-07-01,45,19,147,54,60,10648
37134,2025-07-01,67,21,13,11,12,3350
37179,2025-07-01,32,17,8,9,12,1630
37285,2025-07-01,9,9,30,17,45,15275
37335,2025-07-01,32,17,8,10,12,1084
37398,2025-07-01,12,13,8,21,28,641
37424,2025-07-01,15,14,40,21,60,2731
37460,2025-07-01,24,18,124,46,60,3024
37476,2025-07-01,19,15,3,21,28,343
37487,2025-07-01,26,16,117,35,45,7048
37500,2025-07-01,15,13,6,19,28,286
37563,2025-07-01,53,21,63,43,45,6224
37605,2025-07-01,34,18,64,24,28,12353
37672,2025-07-01,15,12,45,18,28,2092
37747,2025-07-01,24,14,2,23,28,382
37940,2025-07-01,73,21,10,27,28,1772
37982,2025-07-01,15,12,7,19,60,196
38022,2025-07-01,54,22,12,11,12,546
38086,2025-07-01,44,20,59,35,45,14108
38095,2025-07-01,58,20,6,26,28,1044
38111,2025-07-01,51,21,5,11,12,971
38198,2025-07-01,62,22,3,10,12,591
38211,2025-07-01,24,18,10,9,12,2311
38227,2025-07-01,30,20,3,19,28,77
38252,2025-07-01,7,9,7,12,45,681
38268,2025-07-01,19,14,4,4,12,1069
38270,2025-07-01,15,17,8,22,45,951
38306,2025-07-01,58,19,10,9,12,826
38612,2025-07-01,10,11,10,21,45,243
38664,2025-07-01,17,14,9,12,28,303
38728,2025-07-01,4,6,1,2,12,177
38766,2025-07-01,56,20,72,41,45,17585
38770,2025-07-01,50,22,204,55,60,43910
38812,2025-07-01,3,6,2,1,12,139
38823,2025-07-01,25,17,25,24,28,1759
38848,2025-07-01,70,21,98,28,60,10486
38906,2025-07-01,15,13,36,35,60,4214
38939,2025-07-01,24,16,49,35,45,2652
39017,2025-07-01,14,10,3,7,12,695
39037,2025-07-01,31,16,3,13,28,350
39062,2025-07-01,24,15,7,17,28,423
39190,2025-07-01,8,9,7,23,45,201
39196,2025-07-01,17,13,3,10,12,366
39248,2025-07-01,18,14,56,26,28,3582
39416,2025-07-01,19,15,37,31,60,1452
39515,2025-07-01,33,18,3,10,12,1289
39666,2025-07-01,35,18,2,23,28,323
39715,2025-07-01,43,20,82,36,60,7940
39739,2025-07-01,36,20,12,8,12,578
39869,2025-07-01,20,15,6,3,12,1899
40017,2025-07-01,8,9,26,17,45,6296
40093,2025-07-01,39,19,2,22,28,207
40166,2025-07-01,18,14,1,35,45,71
40219,2025-07-01,69,22,5,19,28,431
40270,2025-07-01,13,11,4,8,28,342
40485,2025-07-01,58,21,11,11,12,3691
40555,2025-07-01,27,18,52,18,28,4868
40659,2025-07-01,40,22,3,8,12,322
40736,2025-07-01,24,17,23,37,60,7020
40757,2025-07-01,42,20,8,43,45,1228
40826,2025-07-01,72,20,11,26,28,3319
40843,2025-07-01,30,19,4,8,12,390
40857,2025-07-01,14,15,3,5,12,634
40892,2025-07-01,27,18,24,21,45,1395
40936,2025-07-01,56,19,4,27,28,756
41021,2025-07-01,14,10,6,9,12,887
41112,2025-07-01,56,20,5,40,45,826
41124,2025-07-01,65,21,4,43,45,1274
41128,2025-07-01,62,22,26,24,28,8588
41180,2025-07-01,49,20,9,10,12,1058
41209,2025-07-01,39,19,19,41,45,4370
41289,2025-07-01,47,19,7,7,12,495
41324,2025-07-01,7,10,3,9,28,151
41404,2025-07-01,24,16,1,5,12,110
41475,2025-07-01,13,12,27,12,28,2675
41508,2025-07-01,41,20,5,9,12,823
41531,2025-07-01,9,12,35,42,60,3358
41542,2025-07-01,7,11,19,7,45,3207
41554,2025-07-01,38,19,9,25,28,2761
41601,2025-07-01,14,13,1,3,12,50
41660,2025-07-01,17,14,4,22,28,30
41686,2025-07-01,35,19,4,9,12,446
41704,2025-07-01,41,16,1,23,28,314
41709,2025-07-01,16,15,42,12,45,1502
41717,2025-07-01,13,10,2,7,12,280
41724,2025-07-01,14,13,5,9,12,853
41740,2025-07-01,20,14,8,11,12,2104
41776,2025-07-01,42,19,3,18,28,457
41834,2025-07-01,4,5,5,3,12,519
41853,2025-07-01,15,13,106,23,60,14173
41859,2025-07-01,36,18,8,22,28,627
41868,2025-07-01,17,14,8,6,12,1231
41869,2025-07-01,9,11,17,12,28,1074
41876,2025-07-01,36,20,69,47,60,19392
41888,2025-07-01,37,18,59,19,28,4779
41946,2025-07-01,38,17,4,10,12,657
41955,2025-07-01,34,20,4,23,28,204
41956,2025-07-01,76,22,11,11,12,2214
41961,2025-07-01,36,21,7,22,28,506
41970,2025-07-01,39,19,13,31,45,2953
41985,2025-07-01,5,8,1,2,12,13
42017,2025-07-01,3,4,2,10,28,70
42058,2025-07-01,26,15,7,9,28,140
42060,2025-07-01,11,14,30,19,45,3838
42105,2025-07-01,12,11,10,10,12,3864
42111,2025-07-01,11,12,2,6,28,98
42170,2025-07-01,49,21,9,11,12,1004
42176,2025-07-01,22,15,6,7,12,656
42196,2025-07-01,12,13,1,2,12,106
42253,2025-07-01,8,8,4,3,12,61
42264,2025-07-01,43,21,8,38,45,1179
42269,2025-07-01,26,18,3,36,45,566
42398,2025-07-01,10,12,79,8,60,15582
42428,2025-07-01,20,15,4,12,28,670
42446,2025-07-01,16,12,2,7,12,136
42536,2025-07-01,23,15,5,7,12,389
42620,2025-07-01,44,21,9,10,12,1345
42635,2025-07-01,9,11,2,6,12,242
42704,2025-07-01,26,17,17,18,28,1583
42719,2025-07-01,56,21,49,55,60,13308
42762,2025-07-01,51,18,11,10,12,2868
42868,2025-07-01,36,18,1,13,28,250
42914,2025-07-01,30,20,10,19,28,1918
42955,2025-07-01,40,18,8,21,28,2098
43041,2025-07-01,39,18,131,46,60,12622
43162,2025-07-01,18,13,3,7,12,98
43165,2025-07-01,3,6,26,8,28,525
43194,2025-07-01,14,11,2,13,28,152
43202,2025-07-01,39,21,16,33,45,1573
43280,2025-07-01,2,3,12,3,28,1102
43358,2025-07-01,13,14,32,22,45,2504
43428,2025-07-01,30,16,2,14,28,168
43444,2025-07-01,22,15,7,18,28,1060
43533,2025-07-01,24,14,27,12,28,4816
43540,2025-07-01,46,19,3,6,12,263
43556,2025-07-01,8,11,2,5,12,172
43624,2025-07-01,31,17,3,10,12,56
43663,2025-07-01,19,16,47,13,28,6733
43665,2025-07-01,14,12,2,13,28,43
43687,2025-07-01,17,13,7,8,12,845
43702,2025-07-01,30,18,5,9,12,571
43777,2025-07-01,6,8,23,4,45,519
43819,2025-07-01,12,14,2,16,45,131
43882,2025-07-01,32,20,4,3,12,332
44058,2025-07-01,6,10,6,5,12,629
44132,2025-07-01,13,14,5,2,12,719
44211,2025-07-01,24,15,3,23,28,281
44258,2025-07-01,50,18,7,26,45,1012
44365,2025-07-01,19,14,8,6,28,370
44430,2025-07-01,36,19,48,23,28,3673
44458,2025-07-01,38,16,23,45,60,3982
44474,2025-07-01,24,19,6,5,28,2320
44476,2025-07-01,44,21,8,22,28,1806
44484,2025-07-01,33,17,1,19,28,27
44491,2025-07-01,14,9,13,15,60,1781
44541,2025-07-01,49,20,6,10,12,528
44570,2025-07-01,7,9,18,1,60,3356
44577,2025-07-01,11,10,1,10,12,38
44620,2025-07-01,81,22,47,27,28,1477
44670,2025-07-01,19,14,47,4,60,5499
44692,2025-07-01,31,17,60,23,45,17413
44722,2025-07-01,58,19,13,40,45,1166
44851,2025-07-01,29,17,1,11,12,409
44979,2025-07-01,22,17,6,8,12,4147
45066,2025-07-01,27,17,4,9,12,622
45151,2025-07-01,15,15,1,15,28,251
45231,2025-07-01,28,18,36,23,45,6867
45236,2025-07-01,11,12,2,8,12,166
45290,2025-07-01,12,10,4,20,28,279
45332,2025-07-01,14,16,3,9,12,244
45344,2025-07-01,29,17,52,20,28,2932
45395,2025-07-01,26,18,10,10,12,674
45424,2025-07-01,50,19,3,15,28,474
45507,2025-07-01,44,20,4,23,28,504
45541,2025-07-01,22,17,38,7,45,4210
45556,2025-07-01,61,22,6,40,45,473
45588,2025-07-01,55,20,7,9,12,722
45606,2025-07-01,39,19,27,27,45,2011
45608,2025-07-01,15,17,1,5,12,47
45702,2025-07-01,17,15,2,3,12,84
45708,2025-07-01,14,14,5,6,12,230
45757,2025-07-01,25,14,7,34,45,1512
45831,2025-07-01,51,20,5,9,12,1099
45909,2025-07-01,20,16,21,13,28,4229
45983,2025-07-01,42,19,79,48,60,1877
46059,2025-07-01,54,20,3,12,28,569
46074,2025-07-01,34,19,48,56,60,3136
46088,2025-07-01,26,17,7,21,28,354
46114,2025-07-01,7,9,2,6,28,72
46158,2025-07-01,43,18,40,24,28,8894
46227,2025-07-01,2,2,2,2,12,389
46302,2025-07-01,66,22,29,42,45,5894
46382,2025-07-01,53,20,8,23,28,339
46452,2025-07-01,11,11,14,13,28,638
46487,2025-07-01,8,9,4,8,12,287
46503,2025-07-01,15,12,46,41,60,3748
46607,2025-07-01,76,21,10,11,12,2283
46659,2025-07-01,30,17,4,8,12,647
46708,2025-07-01,49,21,7,22,28,1556
46731,2025-07-01,6,8,4,11,28,919
46740,2025-07-01,20,14,40,14,45,15993
46829,2025-07-01,40,21,145,35,45,20667
46847,2025-07-01,41,18,57,41,60,7162
46887,2025-07-01,3,6,1,15,28,113
46903,2025-07-01,35,18,10,29,45,1698
46968,2025-07-01,50,22,10,27,28,852
47036,2025-07-01,19,14,9,4,12,1238
47046,2025-07-01,55,21,56,22,28,10493
47074,2025-07-01,11,10,128,12,45,6658
47208,2025-07-01,21,15,2,6,12,441
47280,2025-07-01,12,11,2,4,28,134
47297,2025-07-01,3,4,23,7,60,790
47413,2025-07-01,32,18,3,3,12,193
47460,2025-07-01,31,17,8,17,28,624
47517,2025-07-01,33,18,37,17,28,2583
47522,2025-07-01,10,11,4,4,12,776
47527,2025-07-01,24,18,6,4,28,344
47666,2025-07-01,35,17,6,7,12,870
47675,2025-07-01,21,16,33,16,45,4218
47676,2025-07-01,29,19,25,15,28,3841
47771,2025-07-01,53,21,6,22,28,773
47832,2025-07-01,19,15,40,7,28,4628
47858,2025-07-01,34,15,138,18,60,21123
47863,2025-07-01,11,15,3,4,12,694
47874,2025-07-01,25,19,99,25,45,36204
47879,2025-07-01,3,5,20,16,45,1065
47889,2025-07-01,61,20,119,54,60,25951
47913,2025-07-01,28,18,9,3,12,1110
47989,2025-07-01,6,9,4,13,28,247
48050,2025-07-01,79,22,2,11,12,584
48107,2025-07-01,49,20,66,33,45,27701
48223,2025-07-01,35,18,5,36,45,864
48299,2025-07-01,2,3,2,1,12,199
48337,2025-07-01,17,14,6,4,12,721
48355,2025-07-01,52,22,6,27,28,1180
48427,2025-07-01,29,16,7,11,12,684
48428,2025-07-01,6,10,1,21,28,15
48538,2025-07-01,56,21,2,11,12,570
48567,2025-07-01,44,17,5,10,12,757
48593,2025-07-01,13,15,91,22,60,9675
48639,2025-07-01,46,19,5,19,28,140
48808,2025-07-01,44,20,54,36,45,15712
48925,2025-07-01,6,8,16,6,28,1988
48989,2025-07-01,67,22,9,10,12,1102
49009,2025-07-01,53,22,9,20,28,697
49130,2025-07-01,45,19,5,20,28,500
49144,2025-07-01,16,14,4,14,28,316
49168,2025-07-01,44,19,34,26,28,6450
49176,2025-07-01,38,19,7,9,12,967
49214,2025-07-01,6,10,3,6,12,267
49249,2025-07-01,66,22,77,32,45,8766
49313,2025-07-01,36,18,3,27,28,1062
49323,2025-07-01,14,12,42,15,28,3931
49489,2025-07-01,27,17,6,4,12,1892
49517,2025-07-01,4,7,35,17,45,3019
49598,2025-07-01,7,8,73,10,60,8909
49606,2025-07-01,46,20,3,6,12,826
49617,2025-07-01,7,9,9,10,28,1285
49642,2025-07-01,38,18,7,10,12,530
49707,2025-07-01,71,22,79,41,45,29044
49714,2025-07-01,41,20,2,21,28,751
49783,2025-07-01,30,16,4,11,12,972
49791,2025-07-01,7,11,49,10,60,2034
49872,2025-07-01,4,8,4,13,28,38
49884,2025-07-01,54,20,93,41,45,8422
49913,2025-07-01,36,19,5,11,28,619
49980,2025-07-01,9,12,11,28,60,2323
18,2025-08-01,15,14,0,9,28,0
19,2025-08-01,30,19,7,14,28,931
23,2025-08-01,41,21,8,26,28,714
43,2025-08-01,9,8,41,29,45,6663
48,2025-08-01,70,21,7,11,12,1257
50,2025-08-01,18,13,5,4,12,381
58,2025-08-01,14,10,5,21,28,343
119,2025-08-01,25,18,53,29,45,10067
222,2025-08-01,54,22,3,11,12,272
247,2025-08-01,53,22,11,43,45,1482
259,2025-08-01,53,17,179,47,60,21191
300,2025-08-01,17,14,76,20,60,24203
319,2025-08-01,41,19,13,54,60,2943
334,2025-08-01,58,22,59,27,28,16444
335,2025-08-01,72,21,5,10,12,1889
341,2025-08-01,23,17,25,31,45,5052
356,2025-08-01,27,16,6,5,12,601
379,2025-08-01,68,22,12,31,45,4897
508,2025-08-01,6,11,50,12,60,2399
531,2025-08-01,36,19,12,9,12,581
575,2025-08-01,53,21,33,39,45,1921
668,2025-08-01,7,8,1,3,12,81
685,2025-08-01,6,7,2,3,12,405
689,2025-08-01,30,16,3,25,28,316
738,2025-08-01,56,21,124,13,45,9978
855,2025-08-01,32,18,5,19,28,679
895,2025-08-01,16,15,3,6,12,168
1001,2025-08-01,32,17,5,27,45,1469
1004,2025-08-01,8,11,23,8,28,3757
1022,2025-08-01,45,22,53,24,28,1979
1048,2025-08-01,76,22,41,27,28,4327
1054,2025-08-01,34,19,5,4,12,1482
1061,2025-08-01,60,20,5,11,12,2083
1073,2025-08-01,72,21,2,43,45,373
1074,2025-08-01,17,15,6,5,12,103
1092,2025-08-01,19,18,2,5,12,186
1167,2025-08-01,3,4,1,8,28,89
1227,2025-08-01,44,20,11,11,12,1190
1237,2025-08-01,58,20,8,8,12,2337
1240,2025-08-01,34,20,9,25,45,860
1314,2025-08-01,28,16,7,11,28,109
1362,2025-08-01,9,12,1,8,45,121
1385,2025-08-01,70,20,2,27,28,324
1387,2025-08-01,7,9,2,9,28,319
1402,2025-08-01,24,17,20,10,60,3747
1406,2025-08-01,27,18,53,16,28,17202
1460,2025-08-01,9,11,1,3,12,92
1806,2025-08-01,12,14,28,11,45,4007
1807,2025-08-01,31,15,24,28,60,416
1822,2025-08-01,18,16,3,10,12,13
1917,2025-08-01,45,18,41,32,60,8129
1974,2025-08-01,29,18,4,21,28,1026
1983,2025-08-01,32,16,58,29,45,5179
2044,2025-08-01,9,13,0,7,12,0
2082,2025-08-01,35,17,35,36,45,3012
2244,2025-08-01,9,11,3,8,12,429
2259,2025-08-01,13,13,2,4,12,91
2383,2025-08-01,30,19,7,5,12,348
2529,2025-08-01,4,5,2,4,12,166
2554,2025-08-01,25,17,69,39,60,7395
2555,2025-08-01,41,18,42,29,45,6763
2575,2025-08-01,61,21,3,10,12,199
2608,2025-08-01,18,14,9,24,45,1322
2620,2025-08-01,22,14,7,30,60,249
2705,2025-08-01,56,20,31,51,60,7863
2713,2025-08-01,24,14,4,6,12,580
2754,2025-08-01,72,22,3,25,28,514
2761,2025-08-01,54,20,6,8,12,1714
2768,2025-08-01,29,17,2,36,45,146
2803,2025-08-01,17,12,36,18,45,482
2899,2025-08-01,19,16,2,12,28,249
2939,2025-08-01,9,11,29,39,60,1424
3054,2025-08-01,56,22,4,11,12,1720
3171,2025-08-01,23,15,38,47,60,16860
3225,2025-08-01,58,22,3,11,12,292
3262,2025-08-01,35,19,29,14,28,6456
3263,2025-08-01,12,11,4,3,28,782
3285,2025-08-01,76,22,62,57,60,5821
3295,2025-08-01,71,21,62,25,28,6358
3344,2025-08-01,59,21,9,24,28,558
3421,2025-08-01,70,22,17,52,60,2019
3422,2025-08-01,22,16,14,21,28,3583
3470,2025-08-01,8,9,7,1,12,160
3583,2025-08-01,58,22,2,10,12,789
3656,2025-08-01,49,20,9,8,12,1000
3669,2025-08-01,18,17,7,16,28,867
3835,2025-08-01,60,21,13,17,28,2674
3840,2025-08-01,53,21,4,9,12,703
3966,2025-08-01,45,20,8,10,12,865
4019,2025-08-01,3,4,56,4,45,5466
4049,2025-08-01,29,17,3,24,45,108
4281,2025-08-01,19,14,12,9,28,2028
4306,2025-08-01,23,16,6,20,28,1412
4376,2025-08-01,38,18,7,10,12,611
4453,2025-08-01,36,19,32,33,45,7023
4520,2025-08-01,65,21,8,11,12,1165
4534,2025-08-01,20,15,2,34,45,787
4562,2025-08-01,15,14,8,3,12,628
4576,2025-08-01,39,18,5,22,28,957
4613,2025-08-01,6,9,5,8,28,119
4626,2025-08-01,7,9,18,10,45,836
4654,2025-08-01,11,12,28,21,45,3534
4719,2025-08-01,24,13,66,26,60,9748
4759,2025-08-01,70,21,5,26,28,507
4788,2025-08-01,51,22,23,35,45,13662
4796,2025-08-01,41,17,4,8,12,82
4810,2025-08-01,42,19,31,39,45,1926
4819,2025-08-01,8,9,123,7,60,32967
4922,2025-08-01,6,7,5,16,28,632
4953,2025-08-01,1,2,31,5,45,5652
4988,2025-08-01,5,8,11,7,45,619
5023,2025-08-01,26,17,11,10,12,3777
5046,2025-08-01,17,16,25,33,45,2988
5161,2025-08-01,12,15,7,6,12,298
5199,2025-08-01,19,15,5,12,28,357
5215,2025-08-01,8,10,11,30,60,433
5217,2025-08-01,20,16,11,6,12,578
5255,2025-08-01,19,13,30,20,28,850
5329,2025-08-01,23,17,86,23,60,8792
5367,2025-08-01,22,15,48,23,60,4435
5370,2025-08-01,3,5,27,26,60,5674
5398,2025-08-01,21,14,31,12,28,3902
5411,2025-08-01,58,22,74,43,45,13001
5428,2025-08-01,49,21,10,27,28,3522
5468,2025-08-01,75,21,8,21,28,1685
5513,2025-08-01,32,20,28,45,60,2189
5535,2025-08-01,2,3,22,16,60,477
5566,2025-08-01,16,15,4,10,28,255
5589,2025-08-01,55,20,16,24,28,1360
5610,2025-08-01,10,15,22,35,60,687
5614,2025-08-01,22,14,24,8,45,1171
5657,2025-08-01,28,15,1,10,12,155
5659,2025-08-01,26,17,16,40,45,2953
5678,2025-08-01,4,8,1,13,45,146
5717,2025-08-01,41,19,22,36,45,470
5749,2025-08-01,59,22,4,23,28,828
5754,2025-08-01,19,15,2,10,12,279
5786,2025-08-01,48,20,5,25,28,254
5855,2025-08-01,13,13,8,6,12,1777
5985,2025-08-01,56,22,5,11,12,1330
6051,2025-08-01,10,14,7,6,12,726
6058,2025-08-01,35,17,9,22,28,1252
6092,2025-08-01,11,12,30,23,45,5318
6096,2025-08-01,38,20,9,22,45,2985
6100,2025-08-01,44,19,25,42,45,2207
6117,2025-08-01,11,12,57,22,45,2161
6134,2025-08-01,20,16,3,8,12,643
6149,2025-08-01,22,17,50,14,45,9284
6209,2025-08-01,4,7,7,3,12,24
6250,2025-08-01,9,10,4,4,12,337
6293,2025-08-01,8,8,36,18,45,4382
6298,2025-08-01,25,14,10,7,28,1458
6317,2025-08-01,23,16,2,4,12,233
6330,2025-08-01,16,13,2,7,12,42
6359,2025-08-01,17,17,1,5,12,141
6362,2025-08-01,70,22,5,11,12,849
6392,2025-08-01,4,6,9,14,60,303
6483,2025-08-01,13,15,6,2,12,591
6487,2025-08-01,21,13,3,6,12,555
6514,2025-08-01,3,5,3,1,28,268
6515,2025-08-01,8,10,1,6,28,43
6529,2025-08-01,70,22,71,47,60,7800
6545,2025-08-01,32,17,18,34,45,4484
6557,2025-08-01,15,11,65,36,60,19976
6653,2025-08-01,27,20,10,36,45,2608
6669,2025-08-01,31,16,7,11,12,1959
6670,2025-08-01,22,18,30,36,60,7976
6687,2025-08-01,27,14,2,7,12,224
6693,2025-08-01,15,14,23,44,60,2657
6744,2025-08-01,30,18,20,32,45,3115
6786,2025-08-01,7,11,17,12,45,1451
6814,2025-08-01,72,22,8,8,12,949
6909,2025-08-01,9,10,3,6,28,144
6937,2025-08-01,72,22,8,11,12,974
6981,2025-08-01,4,6,16,12,60,173
6997,2025-08-01,20,11,3,4,12,133
7039,2025-08-01,61,22,12,25,28,1003
7058,2025-08-01,38,21,43,23,28,3009
7071,2025-08-01,36,17,3,20,45,789
7225,2025-08-01,37,20,25,35,45,1341
7227,2025-08-01,33,18,16,20,28,872
7319,2025-08-01,34,19,5,10,12,571
7342,2025-08-01,46,18,15,38,45,2310
7357,2025-08-01,20,12,7,9,28,784
7359,2025-08-01,79,22,2,24,28,198
7429,2025-08-01,7,8,164,8,60,34229
7430,2025-08-01,12,10,4,6,12,394
7486,2025-08-01,5,7,4,7,12,260
7497,2025-08-01,41,21,56,25,28,5901
7498,2025-08-01,12,13,22,10,28,3461
7526,2025-08-01,60,21,188,41,45,16406
7609,2025-08-01,70,21,58,37,45,3654
7663,2025-08-01,18,14,15,47,60,2071
7806,2025-08-01,22,16,10,22,28,1561
7979,2025-08-01,40,19,103,46,60,17672
8004,2025-08-01,11,12,27,26,60,870
8013,2025-08-01,42,20,5,43,45,1333
8039,2025-08-01,9,14,2,13,28,67
8085,2025-08-01,48,21,9,26,28,1781
8107,2025-08-01,11,11,19,17,28,489
8179,2025-08-01,43,22,47,24,28,6295
8186,2025-08-01,34,18,36,19,45,2079
8236,2025-08-01,74,22,2,26,28,931
8339,2025-08-01,23,14,29,37,45,3861
8340,2025-08-01,31,17,9,8,12,1646
8359,2025-08-01,10,10,30,24,60,2283
8377,2025-08-01,50,21,6,11,12,345
8392,2025-08-01,60,22,7,11,12,947
8400,2025-08-01,11,11,2,3,12,270
8424,2025-08-01,23,17,1,10,12,323
8642,2025-08-01,34,21,6,20,28,580
8646,2025-08-01,1,1,1,1,12,102
8712,2025-08-01,30,19,4,17,28,758
8727,2025-08-01,3,5,6,4,28,455
8775,2025-08-01,56,20,2,9,12,282
8799,2025-08-01,15,14,9,13,28,2661
8844,2025-08-01,59,22,10,25,28,1173
8874,2025-08-01,9,11,36,8,28,892
8895,2025-08-01,38,21,120,42,60,23954
8982,2025-08-01,38,20,46,37,60,22366
9057,2025-08-01,10,13,4,3,12,731
9083,2025-08-01,34,20,5,10,12,602
9104,2025-08-01,22,13,3,20,28,647
9112,2025-08-01,39,18,57,24,28,13050
9141,2025-08-01,13,12,2,20,28,257
9157,2025-08-01,24,17,11,20,28,559
9229,2025-08-01,17,15,35,27,45,3533
9269,2025-08-01,5,6,5,3,12,761
9272,2025-08-01,34,17,2,10,12,35
9399,2025-08-01,47,20,4,10,12,1315
9465,2025-08-01,40,20,8,9,12,875
9477,2025-08-01,1,1,10,10,60,311
9505,2025-08-01,17,15,46,30,45,9183
9557,2025-08-01,9,11,45,38,45,6037
9562,2025-08-01,14,10,34,29,45,6603
9565,2025-08-01,13,10,39,13,28,2315
9636,2025-08-01,37,18,22,19,28,7755
9703,2025-08-01,29,15,25,32,60,991
9720,2025-08-01,14,16,9,10,12,1171
9724,2025-08-01,46,18,46,25,28,4836
9768,2025-08-01,21,12,30,16,45,5015
9836,2025-08-01,21,17,48,28,45,2067
9855,2025-08-01,37,18,22,22,45,2062
9866,2025-08-01,10,11,9,7,12,1724
9913,2025-08-01,47,21,2,26,28,204
9947,2025-08-01,11,13,7,6,28,1292
9995,2025-08-01,27,15,34,23,45,5209
10006,2025-08-01,65,20,65,24,45,19768
10160,2025-08-01,8,8,2,5,12,368
10214,2025-08-01,35,17,2,10,12,808
10246,2025-08-01,25,14,3,7,12,850
10289,2025-08-01,13,14,33,20,45,1216
10299,2025-08-01,48,20,121,56,60,31214
10316,2025-08-01,46,21,53,16,45,14547
10322,2025-08-01,56,22,10,7,12,4032
10330,2025-08-01,63,22,170,40,45,18355
10376,2025-08-01,32,18,3,23,28,70
10429,2025-08-01,43,21,63,24,45,14797
10457,2025-08-01,39,18,3,6,12,274
10490,2025-08-01,37,18,3,11,12,224
10516,2025-08-01,27,19,6,18,28,267
10529,2025-08-01,45,20,13,27,28,2558
10578,2025-08-01,44,22,52,40,45,15349
10591,2025-08-01,46,21,9,11,12,1894
10745,2025-08-01,28,15,5,8,12,632
10771,2025-08-01,30,19,26,13,45,535
10776,2025-08-01,3,5,1,6,12,272
10780,2025-08-01,24,17,5,19,28,907
10883,2025-08-01,17,15,61,28,60,4207
10941,2025-08-01,12,11,14,40,45,543
10973,2025-08-01,5,7,20,4,28,933
10974,2025-08-01,22,18,20,23,45,2435
11068,2025-08-01,11,12,5,3,28,764
11117,2025-08-01,39,20,203,33,45,16491
11225,2025-08-01,67,21,6,27,28,1284
